,Unnamed: 0,objid,x,y,ra,dec,flux_z,original_image
19428,19428,J033232.62-274932.9,6793.701999999999,1608.89,53.135928899999996,-27.825817600000004,0.00400606,h_s_sect23_v2.0_drz_img.fits
19438,19438,J033232.64-274722.2,6786.831,5966.516,53.135971600000005,-27.789500899999997,0.00375074,h_s_sect23_v2.0_drz_img.fits
19440,19440,J033232.64-274848.8,6786.826999999999,3081.986,53.1360311,-27.813525899999995,0.0266867,h_s_sect23_v2.0_drz_img.fits
19441,19441,J033232.64-274838.7,6785.48,3417.327,53.136002500000004,-27.810750800000005,0.00520336,h_s_sect23_v2.0_drz_img.fits
19442,19442,J033232.65-274727.3,6780.729,5795.768,53.13602829999999,-27.7909175,0.00287063,h_s_sect23_v2.0_drz_img.fits
19447,19447,J033232.66-274814.1,6775.786,4237.412,53.1360959,-27.8039092,0.00352622,h_s_sect23_v2.0_drz_img.fits
19452,19452,J033232.67-274944.6,6774.846,1221.458,53.1361083,-27.8290425,1.78305,h_s_sect23_v2.0_drz_img.fits
19453,19453,J033232.67-274634.8,6774.137,7545.92,53.136130099999995,-27.7763425,0.00470086,h_s_sect23_v2.0_drz_img.fits
19459,19459,J033232.68-274917.1,6767.286999999999,2135.567,53.1361828,-27.8214092,0.00339837,h_s_sect23_v2.0_drz_img.fits
19460,19460,J033232.68-275011.2,6767.018,332.61800000000005,53.13616579999999,-27.8364425,0.0958263,h_s_sect23_v2.0_drz_img.fits
19462,19462,J033232.69-274712.0,6764.507,6306.884,53.13619739999999,-27.7866842,0.00468651,h_s_sect23_v2.0_drz_img.fits
19466,19466,J033232.69-274843.8,6762.696999999999,3246.762,53.1362193,-27.812175800000002,0.003198,h_s_sect23_v2.0_drz_img.fits
19468,19468,J033232.69-274809.9,6762.246,4377.7,53.136227600000005,-27.802742499999997,0.00442155,h_s_sect23_v2.0_drz_img.fits
19472,19472,J033232.70-274832.1,6759.528,3635.802,53.136256599999996,-27.8089342,0.00268782,h_s_sect23_v2.0_drz_img.fits
19473,19473,J033232.70-274837.2,6758.693,3468.509,53.1362568,-27.810325800000005,0.00553347,h_s_sect23_v2.0_drz_img.fits
19474,19474,J033232.70-275016.3,6758.983,163.28799999999998,53.13626020000001,-27.837867499999998,0.00230771,h_s_sect23_v2.0_drz_img.fits
19480,19480,J033232.71-274651.5,6755.305,6988.84,53.13629079999999,-27.7809925,0.0109489,h_s_sect23_v2.0_drz_img.fits
19481,19481,J033232.71-274814.9,6755.576,4210.52,53.1362749,-27.8041092,0.00605528,h_s_sect23_v2.0_drz_img.fits
19484,19484,J033232.71-274832.9,6755.13,3611.895,53.136294299999996,-27.8091342,0.00473113,h_s_sect23_v2.0_drz_img.fits
19491,19491,J033232.72-274926.4,6752.6669999999995,1827.611,53.136296200000004,-27.8239841,0.00517956,h_s_sect23_v2.0_drz_img.fits
19493,19493,J033232.72-274859.5,6750.42,2722.882,53.13636120000001,-27.816550899999996,0.061291099999999994,h_s_sect23_v2.0_drz_img.fits
19497,19497,J033232.73-274640.7,6747.649,7349.227,53.136356400000004,-27.7779842,0.00365703,h_s_sect23_v2.0_drz_img.fits
19503,19503,J033232.73-274917.9,6744.651,2110.805,53.136418400000004,-27.821600800000002,0.00334816,h_s_sect23_v2.0_drz_img.fits
19504,19504,J033232.73-274630.0,6743.946,7707.553000000001,53.1364125,-27.7749925,0.014244899999999998,h_s_sect23_v2.0_drz_img.fits
19507,19507,J033232.74-274743.9,6742.741999999999,5243.682,53.136405700000005,-27.7955175,0.00484923,h_s_sect23_v2.0_drz_img.fits
19509,19509,J033232.74-274825.4,6742.115,3860.6090000000004,53.136426,-27.8070592,0.00293779,h_s_sect23_v2.0_drz_img.fits
19512,19512,J033232.75-274930.8,6739.804,1680.279,53.136447100000005,-27.825217499999997,0.00740964,h_s_sect23_v2.0_drz_img.fits
19513,19513,J033232.75-275008.5,6739.831999999999,425.147,53.136439,-27.8356841,0.00881024,h_s_sect23_v2.0_drz_img.fits
19518,19518,J033232.75-274738.7,6737.86,5415.729,53.136452600000005,-27.794100800000002,0.00905124,h_s_sect23_v2.0_drz_img.fits
19519,19519,J033232.75-274823.6,6737.815,3919.92,53.136463600000006,-27.8065591,0.00570433,h_s_sect23_v2.0_drz_img.fits
19531,19531,J033232.77-275003.9,6729.905,577.05,53.1365331,-27.834417499999997,0.00304367,h_s_sect23_v2.0_drz_img.fits
19532,19532,J033232.77-274853.8,6729.6140000000005,2913.7690000000002,53.136540000000004,-27.814950800000002,0.00319846,h_s_sect23_v2.0_drz_img.fits
19535,19535,J033232.77-274917.4,6728.433000000001,2125.507,53.13655970000001,-27.821500899999997,0.00341292,h_s_sect23_v2.0_drz_img.fits
19539,19539,J033232.78-274821.2,6726.2480000000005,3999.6040000000003,53.1365671,-27.805909200000002,0.00236629,h_s_sect23_v2.0_drz_img.fits
19545,19545,J033232.78-274745.2,6722.039000000001,5200.695,53.136594099999996,-27.795900800000002,0.00669114,h_s_sect23_v2.0_drz_img.fits
19547,19547,J033232.79-274631.1,6718.928000000001,7671.564,53.1366292,-27.7753091,0.00442145,h_s_sect23_v2.0_drz_img.fits
19549,19549,J033232.80-274917.1,6715.858,2138.464,53.136663399999996,-27.821392499999998,0.0110179,h_s_sect23_v2.0_drz_img.fits
19552,19552,J033232.80-274839.3,6714.977,3396.88,53.136671400000004,-27.8109175,0.00285447,h_s_sect23_v2.0_drz_img.fits
19564,19564,J033232.82-275004.6,6709.093000000001,553.461,53.136731000000005,-27.8346091,0.00458064,h_s_sect23_v2.0_drz_img.fits
19569,19569,J033232.83-275016.8,6703.695,148.555,53.136778500000005,-27.838000800000003,0.0127503,h_s_sect23_v2.0_drz_img.fits
19571,19571,J033232.83-274616.9,6701.135,8145.191999999999,53.13679820000001,-27.771350800000004,0.00364784,h_s_sect23_v2.0_drz_img.fits
19573,19573,J033232.84-274906.0,6699.507,2508.2960000000003,53.1368137,-27.818325800000004,0.00360038,h_s_sect23_v2.0_drz_img.fits
19574,19574,J033232.84-274710.0,6698.1759999999995,6372.678000000001,53.1368284,-27.786125800000004,0.00450998,h_s_sect23_v2.0_drz_img.fits
19580,19580,J033232.85-274649.7,6692.922,7049.781,53.1368748,-27.7804758,0.00298267,h_s_sect23_v2.0_drz_img.fits
19585,19585,J033232.86-274726.5,6689.72,5825.353,53.1369044,-27.7906925,0.0057599,h_s_sect23_v2.0_drz_img.fits
19590,19590,J033232.86-274708.6,6687.325,6418.826999999999,53.1369225,-27.785734100000003,0.00604292,h_s_sect23_v2.0_drz_img.fits
19595,19595,J033232.87-274950.6,6684.388000000001,1020.1080000000001,53.136966099999995,-27.830725800000003,0.00337032,h_s_sect23_v2.0_drz_img.fits
19596,19596,J033232.87-274915.5,6683.581999999999,2190.9,53.1369459,-27.820959100000003,0.00298803,h_s_sect23_v2.0_drz_img.fits
19597,19597,J033232.88-274616.7,6681.168000000001,8151.159000000001,53.13698660000001,-27.771300699999998,0.00307467,h_s_sect23_v2.0_drz_img.fits
19601,19601,J033232.88-274745.6,6678.544,5188.572,53.137018000000005,-27.7960008,0.00351391,h_s_sect23_v2.0_drz_img.fits
19614,19614,J033232.90-274921.1,6672.798000000001,2005.191,53.1370781,-27.8225174,0.00928609,h_s_sect23_v2.0_drz_img.fits
19617,19617,J033232.90-274840.6,6669.303000000001,3352.615,53.1370954,-27.8112841,0.00262125,h_s_sect23_v2.0_drz_img.fits
19618,19618,J033232.91-274854.3,6669.005,2896.24,53.13712420000001,-27.8151174,0.0112566,h_s_sect23_v2.0_drz_img.fits
19632,19632,J033232.92-274943.9,6661.191999999999,1243.387,53.1372015,-27.828859100000003,0.00464217,h_s_sect23_v2.0_drz_img.fits
19634,19634,J033232.92-274856.4,6660.424,2826.099,53.1371902,-27.8156591,0.0248783,h_s_sect23_v2.0_drz_img.fits
19640,19640,J033232.93-274911.9,6657.8769999999995,2309.6839999999997,53.137219099999996,-27.819959100000002,0.004404399999999999,h_s_sect23_v2.0_drz_img.fits
19644,19644,J033232.94-275000.6,6654.182,685.571,53.137249100000005,-27.8335174,0.00266375,h_s_sect23_v2.0_drz_img.fits
19648,19648,J033232.95-274745.0,6649.735,5206.91,53.13727239999999,-27.7958507,0.00512164,h_s_sect23_v2.0_drz_img.fits
19649,19649,J033232.95-274840.2,6649.175,3368.125,53.1372932,-27.8111507,0.00479355,h_s_sect23_v2.0_drz_img.fits
19651,19651,J033232.96-274952.4,6647.169,960.857,53.137295900000005,-27.8312424,0.0047167,h_s_sect23_v2.0_drz_img.fits
19665,19665,J033232.97-274800.4,6638.223000000001,4695.224,53.1373954,-27.800100800000003,0.00340175,h_s_sect23_v2.0_drz_img.fits
19666,19666,J033232.97-274826.8,6638.285,3812.442,53.1373964,-27.807450699999997,0.0033969,h_s_sect23_v2.0_drz_img.fits
19667,19667,J033232.97-274919.5,6638.382,2058.371,53.137398399999995,-27.8220674,0.00235943,h_s_sect23_v2.0_drz_img.fits
19669,19669,J033232.98-274915.2,6636.1669999999995,2200.989,53.1374171,-27.820884000000003,0.00886385,h_s_sect23_v2.0_drz_img.fits
19671,19671,J033232.98-274706.9,6633.995,6478.526,53.1374311,-27.7852424,0.00448577,h_s_sect23_v2.0_drz_img.fits
19677,19677,J033233.00-274945.7,6627.576,1182.2,53.1374936,-27.829359000000004,0.00438247,h_s_sect23_v2.0_drz_img.fits
19679,19679,J033233.00-274818.7,6625.882,4083.5009999999997,53.13746210000001,-27.8051507,0.00438572,h_s_sect23_v2.0_drz_img.fits
19683,19683,J033233.01-274829.4,6622.516,3726.8259999999996,53.1375096,-27.8081924,0.0088351,h_s_sect23_v2.0_drz_img.fits
19694,19694,J033233.02-274853.2,6616.411999999999,2932.889,53.137604700000004,-27.814792399999998,0.0041903999999999995,h_s_sect23_v2.0_drz_img.fits
19696,19696,J033233.03-274823.6,6615.344,3922.079,53.13761289999999,-27.8065424,0.00397803,h_s_sect23_v2.0_drz_img.fits
19697,19697,J033233.03-274751.4,6615.196999999999,4994.584,53.1376306,-27.7976341,0.00319168,h_s_sect23_v2.0_drz_img.fits
19699,19699,J033233.03-274809.5,6613.588000000001,4390.242,53.1376218,-27.802650800000002,0.00412329,h_s_sect23_v2.0_drz_img.fits
19702,19702,J033233.03-274748.5,6612.625,5090.094,53.13763050000001,-27.796809000000003,0.00272464,h_s_sect23_v2.0_drz_img.fits
19706,19706,J033233.03-274759.7,6611.531,4718.077,53.13765920000001,-27.7999424,0.00430413,h_s_sect23_v2.0_drz_img.fits
19710,19710,J033233.04-274731.0,6609.369000000001,5673.191,53.1376392,-27.791984000000003,0.0120607,h_s_sect23_v2.0_drz_img.fits
19711,19711,J033233.04-274652.6,6608.664000000001,6954.107,53.1376943,-27.7812674,0.00312817,h_s_sect23_v2.0_drz_img.fits
19712,19712,J033233.04-274759.2,6607.1,4735.395,53.1376874,-27.799759100000003,0.00322452,h_s_sect23_v2.0_drz_img.fits
19717,19717,J033233.05-274815.2,6604.3859999999995,4200.701,53.13772579999999,-27.8042173,0.0058039,h_s_sect23_v2.0_drz_img.fits
19721,19721,J033233.06-274830.8,6602.519,3680.7290000000003,53.137745100000004,-27.8085591,0.00986189,h_s_sect23_v2.0_drz_img.fits
19728,19728,J033233.06-274807.5,6598.709,4455.913,53.13776310000001,-27.8020924,0.0311014,h_s_sect23_v2.0_drz_img.fits
19732,19732,J033233.07-274743.9,6595.859,5242.1720000000005,53.1378093,-27.7955257,0.00398202,h_s_sect23_v2.0_drz_img.fits
19733,19733,J033233.07-274929.9,6595.876,1710.4029999999998,53.1377945,-27.8249757,0.00844075,h_s_sect23_v2.0_drz_img.fits
19743,19743,J033233.08-274813.0,6589.488,4272.415,53.1378292,-27.8036507,0.00918362,h_s_sect23_v2.0_drz_img.fits
19747,19747,J033233.09-275019.3,6587.472,64.639,53.1378907,-27.8386923,0.00423114,h_s_sect23_v2.0_drz_img.fits
19761,19761,J033233.10-274824.9,6581.651,3875.781,53.1379333,-27.806934000000002,0.00506991,h_s_sect23_v2.0_drz_img.fits
19772,19772,J033233.11-274823.1,6578.174,3938.3140000000003,53.137980400000004,-27.806400699999998,0.006535300000000001,h_s_sect23_v2.0_drz_img.fits
19774,19774,J033233.11-274752.0,6577.868,4972.883,53.13795089999999,-27.7978007,0.00424012,h_s_sect23_v2.0_drz_img.fits
19776,19776,J033233.12-274829.7,6575.394,3718.527,53.13799010000001,-27.808234000000002,0.00404921,h_s_sect23_v2.0_drz_img.fits
19785,19785,J033233.13-274834.8,6569.115,3547.752,53.1380562,-27.8096674,0.00777874,h_s_sect23_v2.0_drz_img.fits
19793,19793,J033233.14-274752.7,6564.318,4949.962,53.1380735,-27.7979673,0.00333915,h_s_sect23_v2.0_drz_img.fits
19802,19802,J033233.15-274750.7,6559.858,5016.715,53.1381299,-27.797425699999998,0.00403941,h_s_sect23_v2.0_drz_img.fits
19803,19803,J033233.15-274653.0,6558.62,6941.659000000001,53.138137,-27.781375699999998,0.00636656,h_s_sect23_v2.0_drz_img.fits
19807,19807,J033233.16-274821.6,6557.425,3985.784,53.138140500000006,-27.8060173,0.00998007,h_s_sect23_v2.0_drz_img.fits
19810,19810,J033233.16-274619.4,6555.575,8060.948,53.138163899999995,-27.772042300000003,0.00965079,h_s_sect23_v2.0_drz_img.fits
19816,19816,J033233.17-274703.7,6550.991999999999,6584.719,53.1382034,-27.7843923,0.00390504,h_s_sect23_v2.0_drz_img.fits
19823,19823,J033233.18-274834.1,6546.594,3569.1090000000004,53.1382541,-27.809492300000002,0.00297507,h_s_sect23_v2.0_drz_img.fits
19824,19824,J033233.18-274833.5,6546.283,3588.986,53.1382635,-27.8093173,0.010545700000000002,h_s_sect23_v2.0_drz_img.fits
19825,19825,J033233.18-274720.1,6545.694,6038.058000000001,53.1382605,-27.788909000000004,0.00459761,h_s_sect23_v2.0_drz_img.fits
19828,19828,J033233.19-274929.3,6544.83,1731.7910000000002,53.1382751,-27.824792300000002,0.0028554,h_s_sect23_v2.0_drz_img.fits
19835,19835,J033233.20-274656.3,6538.28,6831.852,53.1383255,-27.7823006,0.00351392,h_s_sect23_v2.0_drz_img.fits
19836,19836,J033233.21-274920.8,6535.146,2012.231,53.138369,-27.822458899999997,0.07749199999999999,h_s_sect23_v2.0_drz_img.fits
19843,19843,J033233.21-274858.7,6533.352,2750.2659999999996,53.1384152,-27.8163172,0.00339708,h_s_sect23_v2.0_drz_img.fits
19844,19844,J033233.21-274859.0,6532.536999999999,2739.18,53.13838689999999,-27.8163923,0.00238682,h_s_sect23_v2.0_drz_img.fits
19846,19846,J033233.22-274638.0,6529.861999999999,7440.346,53.1384096,-27.777225599999998,0.00294895,h_s_sect23_v2.0_drz_img.fits
19848,19848,J033233.22-274711.0,6528.505,6341.503000000001,53.1384298,-27.786375699999997,0.00268088,h_s_sect23_v2.0_drz_img.fits
19859,19859,J033233.24-274916.1,6520.923000000001,2171.905,53.1385007,-27.8211173,0.0105701,h_s_sect23_v2.0_drz_img.fits
19866,19866,J033233.25-274733.9,6515.863,5577.1669999999995,53.1385625,-27.792733899999998,0.00333398,h_s_sect23_v2.0_drz_img.fits
19867,19867,J033233.25-274704.5,6515.2919999999995,6558.424,53.13854250000001,-27.784584000000002,0.0043738,h_s_sect23_v2.0_drz_img.fits
19871,19871,J033233.25-274758.1,6514.5509999999995,4771.929,53.13857289999999,-27.799467200000002,0.00661124,h_s_sect23_v2.0_drz_img.fits
19881,19881,J033233.27-274725.0,6507.276,5873.271,53.1386281,-27.7902923,0.00494252,h_s_sect23_v2.0_drz_img.fits
19883,19883,J033233.28-274627.5,6504.819,7790.781,53.1386446,-27.7743006,0.00265808,h_s_sect23_v2.0_drz_img.fits
19889,19889,J033233.29-274919.1,6500.366999999999,2069.562,53.138698700000006,-27.8219756,0.00412717,h_s_sect23_v2.0_drz_img.fits
19901,19901,J033233.30-274817.8,6492.284000000001,4113.931,53.1387716,-27.804950599999998,0.00528438,h_s_sect23_v2.0_drz_img.fits
19913,19913,J033233.32-274737.9,6486.9619999999995,5443.878000000001,53.138817,-27.7938672,0.00314946,h_s_sect23_v2.0_drz_img.fits
19917,19917,J033233.33-275007.4,6483.076,461.356,53.1388608,-27.8353755,0.0199243,h_s_sect23_v2.0_drz_img.fits
19931,19931,J033233.35-274706.7,6471.396,6484.217,53.1389664,-27.7851922,0.00313614,h_s_sect23_v2.0_drz_img.fits
19935,19935,J033233.35-274720.6,6470.012,6018.838000000001,53.1389764,-27.7890672,0.00415767,h_s_sect23_v2.0_drz_img.fits
19944,19944,J033233.36-274936.7,6467.130999999999,1482.736,53.1389915,-27.8268755,0.00813334,h_s_sect23_v2.0_drz_img.fits
19946,19946,J033233.37-274703.8,6465.164000000001,6581.545999999999,53.13900400000001,-27.7843755,0.00338092,h_s_sect23_v2.0_drz_img.fits
19952,19952,J033233.37-274837.5,6462.563,3458.6890000000003,53.139055000000006,-27.8104005,0.00322499,h_s_sect23_v2.0_drz_img.fits
19955,19955,J033233.38-274822.5,6460.703,3958.127,53.139073200000006,-27.8062423,0.00394666,h_s_sect23_v2.0_drz_img.fits
19973,19973,J033233.40-274710.2,6450.481,6367.767,53.1391644,-27.786158899999997,0.00487169,h_s_sect23_v2.0_drz_img.fits
19981,19981,J033233.41-274914.4,6445.618,2225.975,53.139207299999995,-27.8206755,0.00282051,h_s_sect23_v2.0_drz_img.fits
19987,19987,J033233.41-274629.5,6443.344,7725.141,53.139228599999996,-27.7748506,0.00458415,h_s_sect23_v2.0_drz_img.fits
19991,19991,J033233.42-274855.0,6439.831,2873.336,53.139263,-27.815283899999997,0.0050091,h_s_sect23_v2.0_drz_img.fits
19995,19995,J033233.43-274744.9,6438.719,5210.073,53.1392695,-27.7958088,0.00280654,h_s_sect23_v2.0_drz_img.fits
19996,19996,J033233.43-274655.4,6438.344,6860.272,53.1392863,-27.7820505,0.00494129,h_s_sect23_v2.0_drz_img.fits
19997,19997,J033233.43-274841.7,6438.7119999999995,3316.712,53.139271900000004,-27.8116088,0.00449072,h_s_sect23_v2.0_drz_img.fits
20000,20000,J033233.43-274650.4,6437.121,7027.0,53.139286,-27.780667200000003,0.0124783,h_s_sect23_v2.0_drz_img.fits
20004,20004,J033233.43-274804.8,6436.1630000000005,4546.39,53.139298600000004,-27.801342100000003,0.00544265,h_s_sect23_v2.0_drz_img.fits
20008,20008,J033233.44-274927.2,6432.409000000001,1801.0639999999999,53.1393303,-27.824217100000002,0.00403208,h_s_sect23_v2.0_drz_img.fits
20018,20018,J033233.45-274841.3,6426.505,3332.055,53.1394038,-27.8114505,0.00973706,h_s_sect23_v2.0_drz_img.fits
20020,20020,J033233.45-274739.5,6425.918000000001,5390.6359999999995,53.139391700000004,-27.794300500000002,0.0097675,h_s_sect23_v2.0_drz_img.fits
20021,20021,J033233.45-274929.0,6426.234,1741.332,53.1393964,-27.824717200000002,0.00613349,h_s_sect23_v2.0_drz_img.fits
20023,20023,J033233.46-274712.4,6425.017,6294.062,53.139409400000005,-27.7867755,0.016952099999999998,h_s_sect23_v2.0_drz_img.fits
20026,20026,J033233.46-274848.8,6423.668000000001,3081.5820000000003,53.1394135,-27.8135422,0.0025244,h_s_sect23_v2.0_drz_img.fits
20032,20032,J033233.47-274850.3,6420.7880000000005,3030.0640000000003,53.13944179999999,-27.8139755,0.00419303,h_s_sect23_v2.0_drz_img.fits
20033,20033,J033233.47-274947.7,6418.109,1116.951,53.13946310000001,-27.8299255,0.00959847,h_s_sect23_v2.0_drz_img.fits
20039,20039,J033233.48-274728.1,6415.397,5771.251,53.139494799999994,-27.791142100000002,0.00391644,h_s_sect23_v2.0_drz_img.fits
20041,20041,J033233.48-274901.3,6415.26,2662.578,53.1394988,-27.817042100000002,0.00300263,h_s_sect23_v2.0_drz_img.fits
20048,20048,J033233.49-274650.4,6411.1,7025.786,53.139530900000004,-27.7806755,0.0113659,h_s_sect23_v2.0_drz_img.fits
20050,20050,J033233.50-274740.0,6404.840999999999,5372.975,53.139551899999994,-27.7944505,0.00322721,h_s_sect23_v2.0_drz_img.fits
20053,20053,J033233.50-274831.0,6404.0,3672.511,53.1396012,-27.808617100000003,0.00288123,h_s_sect23_v2.0_drz_img.fits
20058,20058,J033233.51-274934.7,6401.453,1549.6529999999998,53.1396322,-27.826317100000004,0.00458101,h_s_sect23_v2.0_drz_img.fits
20072,20072,J033233.53-274922.2,6392.182,1968.239,53.1397164,-27.8228255,0.00297322,h_s_sect23_v2.0_drz_img.fits
20074,20074,J033233.53-274623.4,6389.985,7927.738,53.139718099999996,-27.773167200000003,0.07035010000000001,h_s_sect23_v2.0_drz_img.fits
20081,20081,J033233.54-274637.9,6385.728,7445.3330000000005,53.13976579999999,-27.777175399999997,0.0042526000000000005,h_s_sect23_v2.0_drz_img.fits
20085,20085,J033233.55-274829.2,6383.696,3734.506,53.1397895,-27.8081088,0.003834,h_s_sect23_v2.0_drz_img.fits
20088,20088,J033233.55-274836.1,6382.465,3502.502,53.1398087,-27.8100338,0.00327284,h_s_sect23_v2.0_drz_img.fits
20096,20096,J033233.56-275011.2,6379.29,332.6,53.1398411,-27.8364588,0.00390302,h_s_sect23_v2.0_drz_img.fits
20101,20101,J033233.56-274631.3,6376.898,7664.021,53.1398503,-27.7753588,0.00296541,h_s_sect23_v2.0_drz_img.fits
20104,20104,J033233.57-274936.2,6376.226,1499.6229999999998,53.1398678,-27.826725500000002,0.00767505,h_s_sect23_v2.0_drz_img.fits
20105,20105,J033233.57-274938.4,6375.94,1428.06,53.1398679,-27.827325399999996,0.00362701,h_s_sect23_v2.0_drz_img.fits
20115,20115,J033233.58-274755.9,6369.041,4844.486,53.1399294,-27.798858799999998,0.0029555,h_s_sect23_v2.0_drz_img.fits
20117,20117,J033233.58-274903.9,6369.012,2575.723,53.1399324,-27.817767100000005,0.00310916,h_s_sect23_v2.0_drz_img.fits
20119,20119,J033233.59-274726.7,6367.703,5817.825,53.1399281,-27.790742100000003,0.00403698,h_s_sect23_v2.0_drz_img.fits
20123,20123,J033233.59-274858.3,6366.4169999999995,2765.341,53.13996039999999,-27.816175399999995,0.0031097,h_s_sect23_v2.0_drz_img.fits
20136,20136,J033233.61-274730.1,6358.96,5702.416,53.14002239999999,-27.791717100000003,0.00392889,h_s_sect23_v2.0_drz_img.fits
20137,20137,J033233.61-274906.9,6358.846,2477.455,53.14003620000001,-27.8185838,0.00356297,h_s_sect23_v2.0_drz_img.fits
20138,20138,J033233.61-274935.2,6358.793000000001,1533.168,53.1400374,-27.826450399999995,0.014475299999999998,h_s_sect23_v2.0_drz_img.fits
20142,20142,J033233.61-274628.9,6355.828,7744.409000000001,53.140048,-27.774692100000003,0.00312743,h_s_sect23_v2.0_drz_img.fits
20145,20145,J033233.62-274717.6,6353.866,6119.398,53.1400785,-27.788250399999995,0.00305609,h_s_sect23_v2.0_drz_img.fits
20146,20146,J033233.62-275015.6,6354.1759999999995,185.8,53.1400769,-27.837675399999995,0.00209656,h_s_sect23_v2.0_drz_img.fits
20147,20147,J033233.62-274740.4,6351.24,5361.706999999999,53.1400983,-27.794542100000005,0.00321338,h_s_sect23_v2.0_drz_img.fits
20159,20159,J033233.64-274837.3,6342.071999999999,3464.897,53.1401856,-27.810350399999997,0.0019355999999999998,h_s_sect23_v2.0_drz_img.fits
20170,20170,J033233.66-274651.9,6334.685,6976.361999999999,53.1402468,-27.7810837,0.00341863,h_s_sect23_v2.0_drz_img.fits
20173,20173,J033233.66-274943.4,6334.262,1259.573,53.140264,-27.8287337,0.00423536,h_s_sect23_v2.0_drz_img.fits
20174,20174,J033233.66-275010.3,6334.34,364.37800000000004,53.14026510000001,-27.8361921,0.00571184,h_s_sect23_v2.0_drz_img.fits
20183,20183,J033233.68-274751.1,6328.063,5003.814,53.140306,-27.797525399999994,0.0161468,h_s_sect23_v2.0_drz_img.fits
20193,20193,J033233.69-275003.1,6323.328,604.161,53.14036850000001,-27.834191999999998,0.00404024,h_s_sect23_v2.0_drz_img.fits
20201,20201,J033233.71-274945.0,6315.411,1207.506,53.1404431,-27.8291837,0.00332553,h_s_sect23_v2.0_drz_img.fits
20203,20203,J033233.71-274756.6,6314.433000000001,4818.852,53.140494700000005,-27.799042100000005,0.00527254,h_s_sect23_v2.0_drz_img.fits
20205,20205,J033233.71-274651.3,6312.536,6996.375,53.140454000000005,-27.780917,0.00758974,h_s_sect23_v2.0_drz_img.fits
20211,20211,J033233.72-274941.1,6311.102,1337.4160000000002,53.1405183,-27.828100300000003,0.0040365,h_s_sect23_v2.0_drz_img.fits
20220,20220,J033233.73-274816.4,6304.611,4158.962,53.14053320000001,-27.804575300000003,0.0152984,h_s_sect23_v2.0_drz_img.fits
20221,20221,J033233.73-274842.1,6302.94,3302.636,53.1405532,-27.811700399999996,0.00389849,h_s_sect23_v2.0_drz_img.fits
20227,20227,J033233.74-274859.0,6300.063,2738.7929999999997,53.1405823,-27.816400399999996,0.00533406,h_s_sect23_v2.0_drz_img.fits
20228,20228,J033233.74-274848.0,6299.859,3105.468,53.1405912,-27.813342100000003,0.00318636,h_s_sect23_v2.0_drz_img.fits
20230,20230,J033233.74-274744.2,6298.92,5233.754,53.14057879999999,-27.795600300000004,0.0154572,h_s_sect23_v2.0_drz_img.fits
20231,20231,J033233.74-274936.8,6298.2,1479.029,53.1406123,-27.8269087,0.00399114,h_s_sect23_v2.0_drz_img.fits
20232,20232,J033233.74-274958.1,6298.071,770.073,53.1406039,-27.8328087,0.00306358,h_s_sect23_v2.0_drz_img.fits
20233,20233,J033233.75-274737.3,6296.3859999999995,5465.273,53.1406068,-27.793692,0.00322335,h_s_sect23_v2.0_drz_img.fits
20255,20255,J033233.77-275018.5,6286.076,91.581,53.1407272,-27.8384587,0.00367775,h_s_sect23_v2.0_drz_img.fits
20261,20261,J033233.78-274848.2,6283.865,3100.775,53.1407419,-27.8133836,0.00436394,h_s_sect23_v2.0_drz_img.fits
20263,20263,J033233.78-274814.4,6282.338000000001,4228.427,53.140759200000005,-27.804000300000002,0.0210512,h_s_sect23_v2.0_drz_img.fits
20265,20265,J033233.78-274816.1,6281.305,4170.362,53.14075940000001,-27.804467,0.026385900000000004,h_s_sect23_v2.0_drz_img.fits
20266,20266,J033233.78-274807.6,6281.188,4454.314,53.140758999999996,-27.8021087,0.00418532,h_s_sect23_v2.0_drz_img.fits
20276,20276,J033233.79-274912.1,6277.4490000000005,2303.333,53.1407996,-27.8200337,0.00327146,h_s_sect23_v2.0_drz_img.fits
20290,20290,J033233.81-274944.4,6270.272,1227.955,53.140867099999994,-27.828992,0.00263502,h_s_sect23_v2.0_drz_img.fits
20291,20291,J033233.81-274913.7,6269.437,2251.606,53.140875,-27.8204503,0.00447948,h_s_sect23_v2.0_drz_img.fits
20293,20293,J033233.81-274958.5,6269.283,756.186,53.1408772,-27.8329337,0.00546829,h_s_sect23_v2.0_drz_img.fits
20304,20304,J033233.82-274803.6,6262.446999999999,4586.349,53.140937699999995,-27.8010169,0.0033001999999999997,h_s_sect23_v2.0_drz_img.fits
20305,20305,J033233.83-274933.2,6262.436,1601.636,53.1409325,-27.825875300000003,0.00425406,h_s_sect23_v2.0_drz_img.fits
20306,20306,J033233.83-275005.2,6262.493,534.682,53.140924600000005,-27.834767,0.0105893,h_s_sect23_v2.0_drz_img.fits
20309,20309,J033233.83-274616.3,6259.951,8162.137,53.14095160000001,-27.7712086,0.00339326,h_s_sect23_v2.0_drz_img.fits
20312,20312,J033233.83-274712.3,6259.227,6295.897,53.140973100000004,-27.786758600000002,0.00364669,h_s_sect23_v2.0_drz_img.fits
20313,20313,J033233.83-274747.9,6258.839,5109.327,53.14096529999999,-27.796650300000003,0.0328442,h_s_sect23_v2.0_drz_img.fits
