,Unnamed: 0,objid,x,y,ra,dec,flux_z,original_image
24792,24792,J033239.90-274911.4,3577.2490000000003,2327.616,53.1662399,-27.8198197,0.00639001,h_s_sect23_v2.0_drz_img.fits
24795,24795,J033239.90-274859.0,3575.755,2740.113,53.166219700000006,-27.8163947,0.00675106,h_s_sect23_v2.0_drz_img.fits
24798,24798,J033239.90-274647.5,3572.7309999999998,7124.232,53.16626170000001,-27.779853000000003,0.00494328,h_s_sect23_v2.0_drz_img.fits
24811,24811,J033239.93-274744.2,3562.0440000000003,5233.697,53.1663716,-27.7956196,0.00297086,h_s_sect23_v2.0_drz_img.fits
24813,24813,J033239.93-274647.4,3560.336,7126.475,53.1663841,-27.7798364,0.00361097,h_s_sect23_v2.0_drz_img.fits
24815,24815,J033239.93-274806.6,3560.327,4487.145,53.1664211,-27.801828000000004,0.00692942,h_s_sect23_v2.0_drz_img.fits
24817,24817,J033239.94-274846.4,3558.458,3158.933,53.1664162,-27.812886300000002,0.00515238,h_s_sect23_v2.0_drz_img.fits
24822,24822,J033239.94-274731.4,3554.8920000000003,5660.734,53.166436100000006,-27.7920446,0.00290159,h_s_sect23_v2.0_drz_img.fits
24828,24828,J033239.95-274902.1,3553.349,2635.335,53.16646510000001,-27.817261300000002,0.00312072,h_s_sect23_v2.0_drz_img.fits
24851,24851,J033239.98-274630.9,3540.1240000000003,7675.354,53.16656120000001,-27.775261199999996,0.00498944,h_s_sect23_v2.0_drz_img.fits
24852,24852,J033239.98-275004.3,3542.4120000000003,562.446,53.16656629999999,-27.834536199999995,0.00365615,h_s_sect23_v2.0_drz_img.fits
24854,24854,J033239.98-274823.7,3538.813,3915.116,53.1665926,-27.8065946,0.00309477,h_s_sect23_v2.0_drz_img.fits
24857,24857,J033239.98-274830.6,3538.0409999999997,3685.745,53.166593500000005,-27.808502899999997,0.00722431,h_s_sect23_v2.0_drz_img.fits
24858,24858,J033239.98-274927.5,3538.6940000000004,1789.994,53.1666092,-27.8243113,0.00276599,h_s_sect23_v2.0_drz_img.fits
24864,24864,J033240.00-274756.0,3532.203,4838.534000000001,53.166655500000005,-27.7989028,0.00249869,h_s_sect23_v2.0_drz_img.fits
24871,24871,J033240.01-274920.8,3528.638,2011.5639999999999,53.1666933,-27.822461199999996,0.00216102,h_s_sect23_v2.0_drz_img.fits
24873,24873,J033240.01-274815.0,3525.637,4205.986,53.1667142,-27.804169599999998,0.016149700000000003,h_s_sect23_v2.0_drz_img.fits
24881,24881,J033240.02-274659.7,3521.333,6717.619000000001,53.1667434,-27.783236199999997,0.00275085,h_s_sect23_v2.0_drz_img.fits
24890,24890,J033240.03-274906.6,3516.947,2486.416,53.166795400000005,-27.8185029,0.0121664,h_s_sect23_v2.0_drz_img.fits
24891,24891,J033240.03-274802.2,3515.4770000000003,4632.928,53.1668164,-27.800611199999995,0.00267706,h_s_sect23_v2.0_drz_img.fits
24901,24901,J033240.04-274950.0,3512.295,1039.774,53.1668568,-27.830536199999997,0.00382823,h_s_sect23_v2.0_drz_img.fits
24905,24905,J033240.05-274751.7,3507.822,4981.48,53.16687170000001,-27.7977195,0.012195000000000001,h_s_sect23_v2.0_drz_img.fits
24906,24906,J033240.05-274912.6,3508.6929999999998,2285.195,53.1668902,-27.820169500000002,0.00212708,h_s_sect23_v2.0_drz_img.fits
24907,24907,J033240.05-274755.3,3507.292,4863.899,53.166881499999995,-27.7986445,0.016434200000000003,h_s_sect23_v2.0_drz_img.fits
24908,24908,J033240.05-274937.0,3508.179,1472.62,53.166893,-27.826944399999995,0.00278799,h_s_sect23_v2.0_drz_img.fits
24910,24910,J033240.06-274731.9,3505.966,5642.57,53.16689770000001,-27.792211199999997,0.0116758,h_s_sect23_v2.0_drz_img.fits
24911,24911,J033240.06-274907.5,3505.9179999999997,2456.175,53.1669085,-27.8187529,0.00293959,h_s_sect23_v2.0_drz_img.fits
24912,24912,J033240.06-274755.9,3504.57,4841.95,53.166919299999996,-27.798869500000002,0.00530833,h_s_sect23_v2.0_drz_img.fits
24913,24913,J033240.06-275014.5,3506.062,222.56,53.166906700000006,-27.8373695,0.00517037,h_s_sect23_v2.0_drz_img.fits
24916,24916,J033240.07-274926.6,3502.2859999999996,1818.6860000000001,53.166948399999995,-27.824069399999996,0.00296895,h_s_sect23_v2.0_drz_img.fits
24921,24921,J033240.08-274704.9,3494.72,6544.257,53.167007700000006,-27.7846695,0.00468298,h_s_sect23_v2.0_drz_img.fits
24927,24927,J033240.09-275011.7,3494.618,316.81,53.1670288,-27.8365778,0.00320865,h_s_sect23_v2.0_drz_img.fits
24928,24928,J033240.09-274901.2,3493.4120000000003,2666.09,53.16703029999999,-27.817002799999997,0.005587699999999999,h_s_sect23_v2.0_drz_img.fits
24937,24937,J033240.10-274724.7,3487.8959999999997,5884.154,53.167066500000004,-27.790186100000003,0.00293975,h_s_sect23_v2.0_drz_img.fits
24942,24942,J033240.10-274645.7,3484.3379999999997,7184.215,53.167099699999994,-27.779352799999998,0.00444911,h_s_sect23_v2.0_drz_img.fits
24945,24945,J033240.11-275012.8,3485.3959999999997,279.76599999999996,53.16711379999999,-27.836886,0.00317383,h_s_sect23_v2.0_drz_img.fits
24947,24947,J033240.12-274928.1,3480.8579999999997,1768.277,53.1671747,-27.8245278,0.0124771,h_s_sect23_v2.0_drz_img.fits
24952,24952,J033240.12-274648.7,3477.087,7081.76,53.1671566,-27.7802027,0.00290947,h_s_sect23_v2.0_drz_img.fits
24955,24955,J033240.12-274628.3,3475.545,7764.585,53.1671731,-27.774519399999996,0.00400665,h_s_sect23_v2.0_drz_img.fits
24970,24970,J033240.16-274730.7,3460.177,5682.785,53.1673309,-27.791860999999997,0.0451968,h_s_sect23_v2.0_drz_img.fits
24975,24975,J033240.17-274852.7,3457.49,2950.676,53.16736850000001,-27.8146277,0.00488087,h_s_sect23_v2.0_drz_img.fits
24976,24976,J033240.17-274706.8,3455.34,6478.031999999999,53.1673659,-27.785235999999998,0.00345166,h_s_sect23_v2.0_drz_img.fits
24979,24979,J033240.17-274724.4,3454.39,5893.508000000001,53.16738670000001,-27.790111,0.00332736,h_s_sect23_v2.0_drz_img.fits
24983,24983,J033240.18-274949.0,3451.281,1071.869,53.1674314,-27.830285999999997,0.0030351999999999996,h_s_sect23_v2.0_drz_img.fits
24986,24986,J033240.19-274654.6,3444.748,6885.344,53.1674681,-27.781844300000003,0.00336969,h_s_sect23_v2.0_drz_img.fits
24989,24989,J033240.20-274742.7,3443.6490000000003,5283.797,53.167483,-27.795194300000002,0.00795471,h_s_sect23_v2.0_drz_img.fits
25000,25000,J033240.21-274948.5,3437.159,1091.3039999999999,53.1675634,-27.8301276,0.0037537,h_s_sect23_v2.0_drz_img.fits
25003,25003,J033240.22-274733.0,3435.0209999999997,5604.9890000000005,53.1675667,-27.792502600000002,0.0197266,h_s_sect23_v2.0_drz_img.fits
25004,25004,J033240.22-274730.7,3434.813,5682.701999999999,53.1675664,-27.791877600000003,0.00297614,h_s_sect23_v2.0_drz_img.fits
25005,25005,J033240.22-274818.4,3435.085,4092.9429999999998,53.167571900000006,-27.8051109,0.00295588,h_s_sect23_v2.0_drz_img.fits
25008,25008,J033240.22-274813.6,3431.563,4251.385,53.167609,-27.8037942,0.00378301,h_s_sect23_v2.0_drz_img.fits
25009,25009,J033240.23-274629.0,3430.1679999999997,7740.026999999999,53.167606400000004,-27.7747192,0.00433699,h_s_sect23_v2.0_drz_img.fits
25014,25014,J033240.23-274944.1,3430.428,1236.98,53.1676194,-27.8289109,0.0046735,h_s_sect23_v2.0_drz_img.fits
25015,25015,J033240.23-274909.0,3429.995,2405.947,53.1676248,-27.819169300000002,0.00215656,h_s_sect23_v2.0_drz_img.fits
25019,25019,J033240.24-274854.6,3427.4590000000003,2887.8340000000003,53.167642,-27.8151526,0.00293607,h_s_sect23_v2.0_drz_img.fits
25020,25020,J033240.24-274623.4,3422.676,7927.339,53.16767170000001,-27.7731526,0.00372702,h_s_sect23_v2.0_drz_img.fits
25033,25033,J033240.26-274949.6,3417.4159999999997,1052.526,53.167685999999996,-27.8304526,0.00802832,h_s_sect23_v2.0_drz_img.fits
25035,25035,J033240.26-274730.8,3413.9629999999997,5681.175,53.167792500000004,-27.791877600000003,0.00261837,h_s_sect23_v2.0_drz_img.fits
25039,25039,J033240.27-275015.3,3415.058,197.1,53.167773700000005,-27.837577500000002,0.00374034,h_s_sect23_v2.0_drz_img.fits
25040,25040,J033240.27-274900.1,3413.442,2701.658,53.167736899999994,-27.816694199999997,0.00604546,h_s_sect23_v2.0_drz_img.fits
25048,25048,J033240.29-274919.1,3402.567,2069.138,53.16788029999999,-27.821977399999998,0.00226607,h_s_sect23_v2.0_drz_img.fits
25049,25049,J033240.29-274906.7,3401.822,2483.385,53.1678789,-27.818519199999997,0.00329151,h_s_sect23_v2.0_drz_img.fits
25050,25050,J033240.29-274845.1,3401.22,3202.954,53.1678953,-27.8125275,0.00436171,h_s_sect23_v2.0_drz_img.fits
25052,25052,J033240.30-274659.5,3399.2340000000004,6723.8640000000005,53.16789250000001,-27.7831859,0.0042351,h_s_sect23_v2.0_drz_img.fits
25054,25054,J033240.30-274752.6,3399.784,4951.4929999999995,53.16789870000001,-27.797960800000002,0.026537400000000003,h_s_sect23_v2.0_drz_img.fits
25056,25056,J033240.30-274711.3,3397.759,6328.967,53.1679221,-27.786494199999996,0.00447676,h_s_sect23_v2.0_drz_img.fits
25059,25059,J033240.30-274622.8,3395.69,7945.590999999999,53.16793539999999,-27.773002500000004,0.00335505,h_s_sect23_v2.0_drz_img.fits
25060,25060,J033240.30-274641.1,3395.212,7336.835999999999,53.1679375,-27.778077500000002,0.011615899999999998,h_s_sect23_v2.0_drz_img.fits
25061,25061,J033240.31-274733.8,3395.259,5579.691999999999,53.16794350000001,-27.7927275,0.00791955,h_s_sect23_v2.0_drz_img.fits
25063,25063,J033240.31-274655.2,3394.263,6865.085999999999,53.167958,-27.7820191,0.00392221,h_s_sect23_v2.0_drz_img.fits
25068,25068,J033240.32-274740.7,3390.0190000000002,5348.681,53.167982099999996,-27.7946441,0.00375259,h_s_sect23_v2.0_drz_img.fits
25073,25073,J033240.32-274722.8,3387.107,5946.003000000001,53.1680176,-27.789677500000003,0.0243997,h_s_sect23_v2.0_drz_img.fits
25074,25074,J033240.33-274957.0,3388.156,805.0939999999999,53.168026100000006,-27.8325108,0.185142,h_s_sect23_v2.0_drz_img.fits
25075,25075,J033240.33-274826.7,3385.5759999999996,3815.972,53.168072200000005,-27.807402399999997,0.00884079,h_s_sect23_v2.0_drz_img.fits
25079,25079,J033240.34-274803.5,3380.421,4589.413,53.168088299999994,-27.800977399999997,0.00229636,h_s_sect23_v2.0_drz_img.fits
25081,25081,J033240.34-274630.9,3378.8179999999998,7674.701,53.168087,-27.7752608,0.00322761,h_s_sect23_v2.0_drz_img.fits
25086,25086,J033240.35-274923.5,3378.6740000000004,1921.648,53.16810699999999,-27.823210800000002,0.00930179,h_s_sect23_v2.0_drz_img.fits
25091,25091,J033240.36-274933.4,3373.6,1593.332,53.1681647,-27.825935700000002,0.00271394,h_s_sect23_v2.0_drz_img.fits
25093,25093,J033240.36-274759.4,3371.7859999999996,4725.351,53.16815379999999,-27.799844,0.0126638,h_s_sect23_v2.0_drz_img.fits
25094,25094,J033240.36-274846.6,3371.475,3154.2659999999996,53.1681781,-27.8129357,0.0312173,h_s_sect23_v2.0_drz_img.fits
25095,25095,J033240.36-274901.1,3370.6040000000003,2670.5290000000005,53.1681798,-27.816969099999998,0.0158792,h_s_sect23_v2.0_drz_img.fits
25101,25101,J033240.38-274727.7,3362.907,5783.977,53.1682443,-27.7910107,0.00372478,h_s_sect23_v2.0_drz_img.fits
25102,25102,J033240.38-274808.7,3363.2129999999997,4415.978,53.168249100000004,-27.802419,0.00465008,h_s_sect23_v2.0_drz_img.fits
25107,25107,J033240.39-274651.8,3358.8959999999997,6979.765,53.168287199999995,-27.7810607,0.0103258,h_s_sect23_v2.0_drz_img.fits
25109,25109,J033240.39-274829.6,3358.5159999999996,3719.888,53.168307999999996,-27.8082441,0.00650435,h_s_sect23_v2.0_drz_img.fits
25112,25112,J033240.39-274811.7,3356.5959999999995,4317.745,53.1683059,-27.803235700000002,0.00293611,h_s_sect23_v2.0_drz_img.fits
25113,25113,J033240.40-274847.7,3356.38,3115.9440000000004,53.1683196,-27.8132523,0.0045865,h_s_sect23_v2.0_drz_img.fits
25118,25118,J033240.40-274814.9,3354.059,4210.834,53.1683346,-27.804127299999998,0.0028193000000000003,h_s_sect23_v2.0_drz_img.fits
25119,25119,J033240.40-274943.7,3355.051,1248.299,53.1683355,-27.828819,0.0024189,h_s_sect23_v2.0_drz_img.fits
25125,25125,J033240.41-274634.5,3347.3940000000002,7555.906,53.168388799999995,-27.7762523,0.002355,h_s_sect23_v2.0_drz_img.fits
25131,25131,J033240.42-274918.4,3347.6059999999998,2093.225,53.1683985,-27.8217774,0.00295427,h_s_sect23_v2.0_drz_img.fits
25133,25133,J033240.42-274752.3,3345.4320000000002,4961.417,53.1684073,-27.7978773,0.014925200000000001,h_s_sect23_v2.0_drz_img.fits
25136,25136,J033240.42-274931.1,3344.1479999999997,1669.172,53.1684377,-27.8253106,0.00311381,h_s_sect23_v2.0_drz_img.fits
25145,25145,J033240.44-274619.0,3335.475,8073.773,53.1685,-27.771935600000003,0.00587129,h_s_sect23_v2.0_drz_img.fits
25149,25149,J033240.45-274920.7,3333.442,2017.727,53.168493000000005,-27.8223857,0.00267299,h_s_sect23_v2.0_drz_img.fits
25152,25152,J033240.45-274701.8,3330.52,6646.791,53.16855210000001,-27.7838273,0.00301856,h_s_sect23_v2.0_drz_img.fits
25153,25153,J033240.45-274649.9,3330.2940000000003,7043.745,53.16855079999999,-27.780519,0.00768056,h_s_sect23_v2.0_drz_img.fits
25154,25154,J033240.46-274729.6,3328.975,5720.854,53.16856479999999,-27.7915523,0.010998,h_s_sect23_v2.0_drz_img.fits
25157,25157,J033240.46-274622.5,3326.756,7955.293000000001,53.16857579999999,-27.772927199999998,0.00631217,h_s_sect23_v2.0_drz_img.fits
25162,25162,J033240.47-274647.7,3322.741,7116.272,53.1686164,-27.779919,0.0032566,h_s_sect23_v2.0_drz_img.fits
25169,25169,J033240.48-274826.5,3318.357,3821.691,53.1686751,-27.8073773,0.0102648,h_s_sect23_v2.0_drz_img.fits
25170,25170,J033240.48-274645.8,3317.0959999999995,7179.901999999999,53.16867270000001,-27.7793856,0.00311182,h_s_sect23_v2.0_drz_img.fits
25173,25173,J033240.48-274930.6,3317.77,1686.128,53.1686826,-27.825152199999998,0.00374066,h_s_sect23_v2.0_drz_img.fits
25174,25174,J033240.49-274854.4,3315.6929999999998,2892.2670000000003,53.168697200000004,-27.815143900000002,0.00704493,h_s_sect23_v2.0_drz_img.fits
25183,25183,J033240.50-274937.0,3310.075,1472.4170000000001,53.168758700000005,-27.8269522,0.0031416,h_s_sect23_v2.0_drz_img.fits
25188,25188,J033240.52-274749.0,3302.7459999999996,5072.594,53.168812,-27.796952100000002,0.00654475,h_s_sect23_v2.0_drz_img.fits
25193,25193,J033240.53-274932.6,3298.505,1621.181,53.1688713,-27.8257105,0.00217829,h_s_sect23_v2.0_drz_img.fits
25195,25195,J033240.53-275019.6,3298.715,53.842,53.1688674,-27.838768800000004,0.010737299999999998,h_s_sect23_v2.0_drz_img.fits
25203,25203,J033240.54-274839.7,3294.2690000000002,3381.7470000000003,53.1689027,-27.8110355,0.00260269,h_s_sect23_v2.0_drz_img.fits
25206,25206,J033240.54-275003.3,3293.292,594.633,53.1689032,-27.834260399999998,0.010426399999999999,h_s_sect23_v2.0_drz_img.fits
25224,25224,J033240.57-274813.4,3277.445,4259.986,53.169050399999996,-27.8037271,0.012587000000000001,h_s_sect23_v2.0_drz_img.fits
25227,25227,J033240.58-274752.4,3274.304,4960.629,53.169076100000005,-27.7978771,0.00316012,h_s_sect23_v2.0_drz_img.fits
25231,25231,J033240.59-274733.7,3267.485,5584.154,53.16913979999999,-27.792677,0.00382515,h_s_sect23_v2.0_drz_img.fits
25232,25232,J033240.60-274830.5,3267.405,3691.111,53.16915600000001,-27.808460399999998,0.00273166,h_s_sect23_v2.0_drz_img.fits
25249,25249,J033240.62-274903.6,3256.6620000000003,2587.604,53.169254200000005,-27.817652000000002,0.00759783,h_s_sect23_v2.0_drz_img.fits
25250,25250,J033240.62-274743.6,3255.3309999999997,5253.7880000000005,53.1692635,-27.795443699999996,0.00267202,h_s_sect23_v2.0_drz_img.fits
25255,25255,J033240.63-274653.0,3252.553,6938.090999999999,53.169276399999994,-27.7814104,0.00350294,h_s_sect23_v2.0_drz_img.fits
25257,25257,J033240.63-274739.9,3252.657,5375.224,53.169300799999995,-27.7944521,0.008316200000000001,h_s_sect23_v2.0_drz_img.fits
25258,25258,J033240.63-274737.6,3251.42,5451.446999999999,53.169291,-27.7938021,0.00584103,h_s_sect23_v2.0_drz_img.fits
25270,25270,J033240.64-274713.4,3246.6820000000002,6260.933000000001,53.1693353,-27.787052000000003,0.00284755,h_s_sect23_v2.0_drz_img.fits
25271,25271,J033240.64-274705.9,3245.6890000000003,6509.073,53.1693439,-27.7849853,0.00429074,h_s_sect23_v2.0_drz_img.fits
25273,25273,J033240.65-274902.6,3245.955,2618.7270000000003,53.1693672,-27.817402100000002,0.00303305,h_s_sect23_v2.0_drz_img.fits
25274,25274,J033240.65-274641.2,3243.0,7331.521,53.1693691,-27.778118699999997,0.00207058,h_s_sect23_v2.0_drz_img.fits
25276,25276,J033240.65-274648.6,3241.667,7087.766,53.169388899999994,-27.780152,0.00516392,h_s_sect23_v2.0_drz_img.fits
25286,25286,J033240.66-274817.7,3237.535,4115.107,53.1694277,-27.804927000000003,0.00240028,h_s_sect23_v2.0_drz_img.fits
25287,25287,J033240.67-274730.9,3235.39,5676.376,53.169469299999996,-27.791952000000002,0.224169,h_s_sect23_v2.0_drz_img.fits
25295,25295,J033240.68-274944.7,3231.491,1215.036,53.1695041,-27.8290936,0.00340697,h_s_sect23_v2.0_drz_img.fits
25304,25304,J033240.70-274837.2,3222.633,3467.5609999999997,53.1695997,-27.8103186,0.00357857,h_s_sect23_v2.0_drz_img.fits
25305,25305,J033240.70-274831.5,3221.475,3657.136,53.16958960000001,-27.8087436,0.00314273,h_s_sect23_v2.0_drz_img.fits
25308,25308,J033240.70-274936.7,3221.1820000000002,1481.279,53.169597399999994,-27.826868599999997,0.00519277,h_s_sect23_v2.0_drz_img.fits
25311,25311,J033240.72-274717.1,3213.105,6136.63,53.169656,-27.788076899999997,0.00594757,h_s_sect23_v2.0_drz_img.fits
25312,25312,J033240.72-274749.2,3211.073,5066.06,53.1696881,-27.797018599999998,0.00584753,h_s_sect23_v2.0_drz_img.fits
25313,25313,J033240.73-275017.0,3211.6940000000004,141.161,53.16969640000001,-27.8380435,0.0203002,h_s_sect23_v2.0_drz_img.fits
25314,25314,J033240.73-274854.9,3209.8720000000003,2875.888,53.1697054,-27.8152602,0.00412569,h_s_sect23_v2.0_drz_img.fits
25322,25322,J033240.73-274724.2,3205.6440000000002,5899.065,53.16972270000001,-27.790060200000003,0.00443843,h_s_sect23_v2.0_drz_img.fits
25323,25323,J033240.74-274935.9,3206.695,1510.059,53.1697292,-27.826635200000002,0.00860358,h_s_sect23_v2.0_drz_img.fits
25325,25325,J033240.74-275000.7,3206.184,684.128,53.169732200000006,-27.833501899999998,0.00968395,h_s_sect23_v2.0_drz_img.fits
25327,25327,J033240.74-274621.0,3201.656,8006.187,53.1697529,-27.7724935,0.00305309,h_s_sect23_v2.0_drz_img.fits
25331,25331,J033240.74-274736.6,3201.469,5487.828,53.1697808,-27.793476799999997,0.00313989,h_s_sect23_v2.0_drz_img.fits
25336,25336,J033240.75-274926.5,3200.5809999999997,1823.724,53.1697846,-27.8240268,0.00562109,h_s_sect23_v2.0_drz_img.fits
25342,25342,J033240.76-274925.9,3197.837,1843.31,53.169822200000006,-27.823860200000002,0.0116935,h_s_sect23_v2.0_drz_img.fits
25347,25347,J033240.76-275002.6,3195.43,619.964,53.169836,-27.834051799999997,0.00642304,h_s_sect23_v2.0_drz_img.fits
25353,25353,J033240.77-274849.2,3192.855,3067.3070000000002,53.1698554,-27.8136602,0.00475159,h_s_sect23_v2.0_drz_img.fits
25356,25356,J033240.77-274800.5,3191.8590000000004,4690.692,53.169859100000004,-27.8001352,0.012706100000000001,h_s_sect23_v2.0_drz_img.fits
25359,25359,J033240.78-274727.6,3187.5159999999996,5786.991999999999,53.169892700000005,-27.791001899999998,0.00286982,h_s_sect23_v2.0_drz_img.fits
25362,25362,J033240.78-274636.7,3186.417,7482.585999999999,53.1699054,-27.7768685,0.00300014,h_s_sect23_v2.0_drz_img.fits
25364,25364,J033240.78-274615.7,3183.748,8183.334,53.1699217,-27.7710518,0.0555737,h_s_sect23_v2.0_drz_img.fits
25365,25365,J033240.78-274904.3,3185.813,2561.604,53.169932700000004,-27.817876799999997,0.00491908,h_s_sect23_v2.0_drz_img.fits
25366,25366,J033240.78-275003.1,3186.135,603.591,53.1699304,-27.8342018,0.00674828,h_s_sect23_v2.0_drz_img.fits
25367,25367,J033240.78-274810.9,3184.2990000000004,4343.15,53.1699262,-27.8030352,0.00383135,h_s_sect23_v2.0_drz_img.fits
25371,25371,J033240.79-274804.6,3182.4640000000004,4554.42,53.1699444,-27.8012685,0.00286138,h_s_sect23_v2.0_drz_img.fits
25373,25373,J033240.79-274750.3,3181.926,5030.892,53.1699426,-27.7973018,0.00440242,h_s_sect23_v2.0_drz_img.fits
25375,25375,J033240.79-274926.5,3182.12,1823.203,53.16993539999999,-27.824076799999997,0.0118015,h_s_sect23_v2.0_drz_img.fits
25376,25376,J033240.79-275016.4,3181.6409999999996,159.554,53.1699885,-27.837910100000002,0.00361202,h_s_sect23_v2.0_drz_img.fits
25379,25379,J033240.80-274805.1,3177.687,4537.254,53.1699915,-27.801410100000002,0.00216917,h_s_sect23_v2.0_drz_img.fits
25380,25380,J033240.80-274810.4,3176.853,4361.146,53.170010899999994,-27.8028602,0.00333702,h_s_sect23_v2.0_drz_img.fits
25383,25383,J033240.81-274959.6,3173.8540000000003,718.578,53.170033600000004,-27.8332268,0.00569187,h_s_sect23_v2.0_drz_img.fits
25384,25384,J033240.81-274912.5,3172.312,2288.931,53.17004670000001,-27.8201434,0.00253537,h_s_sect23_v2.0_drz_img.fits
25386,25386,J033240.82-274655.5,3168.88,6856.655,53.170058499999996,-27.7820602,0.00309303,h_s_sect23_v2.0_drz_img.fits
25387,25387,J033240.82-274852.3,3170.3540000000003,2963.361,53.170072499999996,-27.8145268,0.00505958,h_s_sect23_v2.0_drz_img.fits
25388,25388,J033240.82-274935.9,3170.8590000000004,1509.9579999999999,53.1700495,-27.8266601,0.011117100000000001,h_s_sect23_v2.0_drz_img.fits
25391,25391,J033240.82-275016.6,3169.8059999999996,151.745,53.1700922,-27.8379684,0.0030311,h_s_sect23_v2.0_drz_img.fits
25398,25398,J033240.83-274650.5,3164.341,7021.639,53.170114299999995,-27.7807018,0.00232095,h_s_sect23_v2.0_drz_img.fits
25399,25399,J033240.83-275014.0,3166.88,237.88,53.170129599999996,-27.8372351,0.00382339,h_s_sect23_v2.0_drz_img.fits
25410,25410,J033240.85-275000.2,3155.8140000000003,700.7,53.1701939,-27.8333434,0.019814099999999998,h_s_sect23_v2.0_drz_img.fits
25424,25424,J033240.88-274811.0,3143.0679999999998,4340.945,53.170321900000005,-27.803051699999997,0.0042842,h_s_sect23_v2.0_drz_img.fits
25425,25425,J033240.88-274706.9,3141.368,6474.68,53.1703424,-27.785259999999997,0.011350200000000001,h_s_sect23_v2.0_drz_img.fits
25437,25437,J033240.90-274901.8,3133.665,2645.755,53.170412899999995,-27.8171684,0.00390858,h_s_sect23_v2.0_drz_img.fits
25438,25438,J033240.90-274750.3,3131.3109999999997,5030.1140000000005,53.1704419,-27.7973017,0.00502565,h_s_sect23_v2.0_drz_img.fits
25441,25441,J033240.91-274934.3,3130.6079999999997,1562.967,53.170454500000005,-27.826193300000003,0.00331676,h_s_sect23_v2.0_drz_img.fits
25443,25443,J033240.91-274917.8,3127.52,2112.854,53.17048079999999,-27.8216016,0.00590105,h_s_sect23_v2.0_drz_img.fits
25444,25444,J033240.92-274831.5,3125.4429999999998,3655.639,53.170494,-27.8087599,0.0028487,h_s_sect23_v2.0_drz_img.fits
25446,25446,J033240.92-274947.4,3125.775,1125.4160000000002,53.1704845,-27.829834899999998,0.0032562,h_s_sect23_v2.0_drz_img.fits
25447,25447,J033240.92-275003.0,3125.3520000000003,606.837,53.1704958,-27.834151600000002,0.00255448,h_s_sect23_v2.0_drz_img.fits
25448,25448,J033240.92-274633.6,3122.565,7586.776999999999,53.170507900000004,-27.775993300000003,0.00317748,h_s_sect23_v2.0_drz_img.fits
25451,25451,J033240.92-275020.3,3123.741,28.897,53.170516799999994,-27.8389766,0.00689904,h_s_sect23_v2.0_drz_img.fits
25452,25452,J033240.92-275006.0,3123.469,506.895,53.1705433,-27.8350266,0.0112114,h_s_sect23_v2.0_drz_img.fits
25453,25453,J033240.93-274823.8,3121.945,3913.742,53.170530799999995,-27.8065767,0.0191039,h_s_sect23_v2.0_drz_img.fits
25455,25455,J033240.93-274948.6,3122.0679999999998,1084.596,53.170531700000005,-27.8301766,0.00515362,h_s_sect23_v2.0_drz_img.fits
25458,25458,J033240.93-274747.6,3118.8779999999997,5119.575,53.17054520000001,-27.7965516,0.00249556,h_s_sect23_v2.0_drz_img.fits
25462,25462,J033240.94-274846.9,3115.9,3142.012,53.1705807,-27.813043199999996,0.006261,h_s_sect23_v2.0_drz_img.fits
25465,25465,J033240.94-274925.6,3114.86,1852.174,53.170594900000005,-27.823784999999997,0.00663556,h_s_sect23_v2.0_drz_img.fits
25470,25470,J033240.95-274856.8,3109.3959999999997,2812.324,53.170638399999994,-27.815784899999997,0.00956136,h_s_sect23_v2.0_drz_img.fits
25473,25473,J033240.96-274939.4,3107.917,1391.94,53.1706625,-27.827618199999996,0.00293564,h_s_sect23_v2.0_drz_img.fits
25475,25475,J033240.96-274912.9,3106.809,2276.65,53.1706687,-27.8202515,0.00385334,h_s_sect23_v2.0_drz_img.fits
25479,25479,J033240.96-274925.4,3105.453,1860.2,53.170689100000004,-27.823718300000003,0.00391865,h_s_sect23_v2.0_drz_img.fits
25481,25481,J033240.97-274655.1,3102.2729999999997,6869.804,53.17069889999999,-27.781968300000003,0.029566200000000004,h_s_sect23_v2.0_drz_img.fits
25482,25482,J033240.97-274941.2,3103.559,1332.3239999999998,53.17070989999999,-27.8281182,0.00422753,h_s_sect23_v2.0_drz_img.fits
25483,25483,J033240.97-274657.5,3101.211,6790.892,53.1707086,-27.7826266,0.00469111,h_s_sect23_v2.0_drz_img.fits
25490,25490,J033240.98-274620.0,3097.711,8039.972,53.1707323,-27.772218300000002,0.00420655,h_s_sect23_v2.0_drz_img.fits
25492,25492,J033240.98-274816.8,3098.51,4145.041,53.1707372,-27.804676500000003,0.0143279,h_s_sect23_v2.0_drz_img.fits
25493,25493,J033240.98-274948.0,3099.667,1106.488,53.170748399999994,-27.8300016,0.00249971,h_s_sect23_v2.0_drz_img.fits
25497,25497,J033240.98-274709.6,3095.849,6387.4890000000005,53.170757200000004,-27.785993199999997,0.00325405,h_s_sect23_v2.0_drz_img.fits
25499,25499,J033240.99-274806.1,3094.492,4503.206,53.170773499999996,-27.801693199999995,0.00254518,h_s_sect23_v2.0_drz_img.fits
25500,25500,J033240.99-274659.3,3093.383,6729.696,53.1708125,-27.7831349,0.00253273,h_s_sect23_v2.0_drz_img.fits
25503,25503,J033240.99-274735.9,3092.88,5510.054,53.170788699999996,-27.793293199999997,0.00357639,h_s_sect23_v2.0_drz_img.fits
