#CRTS ID	RA (J2000)	Dec (J2000)	UT Date	Mag	CSS images	SDSS	Others	Followed	Last	LC	FC	Classification
CSS110226:113950+260819	174.95752	26.13849	20110226.34	20.48	1102261260574113920	yes	11392	yes	2016-06-14	11392	yes	AGN? SDSS mag 21,3
CSS081117:113951+455818	174.96080	45.97172	20081117.47	15.24	811171460444111078	yes	11078	yes	2016-05-30	11078	no	CV NSV_5285 SDSS mag 19,5
CSS130314:114008+363500	175.03388	36.58341	20130314.38	19.25	1303141350524142790	yes	14279	no	2016-05-31	14279	yes	SN SDSS mag >22
CSS130502:114010+300146	175.04193	30.02937	20130502.21	17.11	1305021290554127838	yes	12783	no	2016-06-05	12783	yes	SN (spec) SDSS mag 17,0
CSS110405:114020+181923	175.08366	18.32297	20110405.29	19.92	1104051180604124984	yes	12498	no	2016-06-14	12498	yes	SN? SDSS mag 20,6
CSS110429:114025+223116	175.10610	22.52104	20110429.29	19.50	1104291210594142890	yes	14289	no	2016-06-14	14289	yes	SN SDSS mag 18,7
CSS140328:114106+265349	175.27672	26.89689	20140328.28	19.51	1403281260574122926	yes	12292	no	2016-06-14	12292	yes	AGN? SDSS mag 20,6
CSS150410:114110+272457	175.29281	27.41593	20150410.25	18.99	1504101260574130192	yes	13019	no	2016-06-14	13019	yes	SN SDSS mag >22
CSS100404:114112+151410	175.29810	15.23622	20100404.33	19.64	1004041150614117315	yes	11731	yes	2016-06-15	11731	yes	SN SDSS mag 21,5
CSS140325:114122-122357	175.34365	-12.39922	20140325.29	17.16	1403250120624130314	no	13031	no	2016-05-16	13031	yes	SN (LSQ14ahm) mag 19,0
CSS120126:114130+372237	175.37373	37.37693	20120126.40	19.50	1201261380514112452	yes	11245	yes	2016-05-31	11245	yes	SN? SDSS mag >22
CSS130315:114144-171348	175.43406	-17.23000	20130315.32	17.79	1303150180604143454	no	14345	no	2016-05-07	14345	yes	SN (SSS130304) mag 21,5
CSS110426:114158-083528	175.49305	-8.59116	20110426.21	18.77	1104260090624137455	no	13745	yes	2016-05-31	13745	yes	SN? PQ mag >21,5
CSS100414:114159-134203	175.49574	-13.70095	20100414.29	18.65	1004140120624106849	no	10684	yes	2016-05-16	10684	yes	CV mag >21
CSS120401:114208+250552	175.53187	25.09768	20120401.33	15.19	1204011230584135800	yes	13580	no	2016-06-14	13580	yes	HPM LHS_2445
CSS160114:114208+250540	175.53451	25.09444	20160114.51	15.97	1601141230584135794	yes	13579	no	2016-06-14	13579	yes	HPM LHS 2445
CSS140505:114217+383529	175.56946	38.59132	20140505.23	18.84	1405051380514122846	yes	12284	no	2016-05-31	12284	yes	SN (spec) SDSS mag >22
CSS140330:114223-230653	175.59432	-23.11466	20140330.25	17.02	1403300230584137397	no	13739	no	2016-03-15	13739	yes	SN (spec) mag 20,5
CSS120325:114230+161947	175.62299	16.32974	20120325.22	18.92	1203251150614137172	yes	13717	no	2016-06-15	13717	yes	AGN SDSS mag 19,5
CSS160606:114255+125400	175.72755	12.89997	20160606.19	18.98	1606061120624122054	yes	12205	no	2016-06-15	12205	yes	Flare SDSS mag 21,9
CSS150120:114305+375219	175.77132	37.87191	20150120.39	18.67	1501201380514117276	yes	11727	no	2016-05-31	11727	yes	SN (spec) SDSS mag 20,3
CSS120321:114306+122237	175.77685	12.37689	20120321.27	19.69	1203211120624119057	yes	11905	no	2016-06-15	11905	yes	AGN? SDSS mag 21,1
CSS150124:114309+192629	175.78696	19.44135	20150124.38	17.35	1501241180614140311	yes	14031	no	2016-07-11	14031	yes	SN (spec) SDSS mag 19,6
CSS140503:114313+114448	175.80377	11.74661	20140503.18	19.40	1405031120624206882	yes	20688	no	2016-06-15	20688	yes	SN? SDSS mag 20,4
CSS110210:114327+213140	175.86449	21.52767	20110210.49	19.88	1102101210604128190	yes	12819	yes	2016-06-14	12819	yes	AGN? SDSS mag 21,2
CSS110212:114338-065504	175.90785	-6.91767	20110212.43	18.91	1102120070634125955	no	12595	no	2016-06-06	12595	yes	SN?
CSS120411:114429+070346	176.12252	7.06287	20120411.24	17.00	1204111070634123111	yes	12311	no	2016-06-15	12311	yes	SN 2012bx 2MASSX_11443 z=0,051 SDSS mag
CSS130214:114441+113859	176.17091	11.64961	20130214.38	19.25	1302141120624107766	yes	10776	no	2016-06-15	10776	yes	SN? SDSS mag 20,3
CSS130315:114445-203140	176.18626	-20.52785	20130315.32	16.86	1303150210604138443	no	13844	no	2016-05-07	13844	yes	SN (SSS130304) mag 20,5
CSS160119:114448+135109	176.19915	13.85254	20160119.52	15.89	1601191120624138087	yes	13808	no	2016-06-15	13808	yes	HPM LHS_2452
CSS120321:114454+112629	176.22570	11.44149	20120321.27	20.22	1203211120624103836	yes	10383	no	2016-06-15	10383	yes	Unknown SDSS mag 21,4
CSS100405:114456-050444	176.23218	-5.07894	20100405.32	17.00	1004050040634107943	no	10794	yes	2016-06-06	10794	yes	SN 2010bn 2dFGRS_N114Z227 z=0,053 mag 18,3
CSS150323:114456-175639	176.23229	-17.94415	20150323.29	18.08	1503230180614132638	no	13263	no	2016-05-07	13263	yes	CV mag >21
CSS080508:114458+355947	176.23997	35.99638	20080508.25	19.98	805081350524125977	yes	25977	no	2016-05-31	25977	no	SN? SDSS mag 17,6
CSS130411:114458+092020	176.24317	9.33887	20130411.25	19.16	1304111090634115957	yes	11595	no	2016-06-15	11595	yes	SN SDSS mag >22
CSS140530:114510+011057	176.29352	1.18237	20140530.20	18.59	1405301010634116353	yes	11635	no	2016-06-15	11635	yes	AGN SDSS mag 19,1
CSS100406:114517-201935	176.32177	-20.32632	20100406.26	18.44	1004060210604138682	no	13868	yes	2016-05-07	13868	yes	SN? mag DSS >21
CSS100510:114521-042606	176.33826	-4.43497	20100510.22	12.54	1005100040634116249	no	11624	no	2016-06-06	11624	yes	CV mag 16 TW_Vir
CSS120225:114542+084559	176.42380	8.76635	20120225.35	19.33	1202251090634107419	yes	10741	no	2016-06-15	10741	yes	AGN SDSS mag 20,3
CSS150511:114555+050245	176.48089	5.04584	20150511.23	19.82	1505111040634131635	yes	13163	no	2016-06-15	13163	yes	SN? mag >22
CSS160131:114600-040814	176.50008	-4.13719	20160131.51	17.20	1601310040634120800	no	12080	no	2016-06-06	12080	yes	HPM
CSS120218:114608+124050	176.53417	12.68059	20120218.40	19.01	1202181120624121569	yes	12156	no	2016-06-15	12156	yes	Blazar SDSS mag 21,4
CSS150511:114647+324123	176.69749	32.68981	20150511.21	17.44	1505111320544122430	yes	12243	no	2016-06-05	12243	yes	HPM NLTT_28516 SDSS mag 18,5
CSS130401:114657+065557	176.73885	6.93247	20130401.22	18.35	1304011070634119906	yes	11990	yes	2016-06-15	11990	yes	SN? SDSS mag 19,5
CSS110503:114658+395834	176.74293	39.97617	20110503.30	15.93	1105031400494106710	yes	10671	yes	2016-05-30	10671	yes	Blazar B2_1144+40 z=1,088
CSS120227:114702-193329	176.75976	-19.55800	20120227.36	17.54	1202270180614102583	no	10258	no	2016-05-07	10258	yes	Flare mag 19
CSS130305:114720+011550	176.83162	1.26389	20130305.31	19.38	1303051010634119957	yes	11995	no	2016-06-15	11995	yes	AGN? SDSS mag 21,5
CSS120104:114721+474554	176.83708	47.76502	20120104.39	13.22	1201041460454138916	yes	13891	no	2016-06-13	13891	yes	HPM LHS_2458 SDSS mag 13,8
CSS120123:114727+024325	176.86219	2.72371	20120123.44	19.33	1201231010634150043	yes	15004	yes	2016-06-15	15004	yes	SN (MLS120118) SDSS mag 21,3
CSS150218:114732-162714	176.88288	-16.45394	20150218.45	18.58	1502180150614107822	no	10782	no	2016-04-01	10782	yes	SN SDSS mag 20,3
CSS150123:114733+320140	176.88767	32.02782	20150123.44	19.81	1501231320554114742	yes	11474	no	2016-06-05	11474	yes	Flare SDSS mag >22
CSS120317:114744+031755	176.93398	3.29868	20120317.31	19.38	1203171040634108482	yes	10848	no	2016-06-15	10848	yes	SN SDSS mag 21,4
CSS130415:114802+543439	177.00844	54.57738	20130415.33	17.78	1304151550384115667	yes	11566	no	2016-06-15	11566	yes	SN 2013bn SDSS mag 20,0
CSS140107:114807+014254	177.02819	1.71506	20140107.46	19.34	1401071010634128518	yes	12851	no	2016-06-15	12851	yes	QSO SDSS mag 20,5
CSS110612:114819+150815	177.07999	15.13758	20110612.19	19.48	1106121150614113883	yes	11388	no	2016-06-15	11388	yes	SN? SDSS mag 20,6
CSS120225:114846+234303	177.19200	23.71755	20120225.40	18.62	1202251230594123343	yes	12334	no	2016-06-14	12334	yes	AGN SDSS z=0,363 mag 19,1
CSS150430:114846+530507	177.19277	53.08530	20150430.27	13.19	1504301520404124884	yes	12488	no	2016-06-01	12488	yes	HPM LHS_2461
CSS110506:114847+452245	177.19520	45.37911	20110506.20	18.95	1105061460454102381	yes	10238	yes	2016-06-13	10238	yes	AGN SDSS mag 20,8
CSS120520:114847+452243	177.19617	45.37861	20120520.33	19.05	1205201460454101969	yes	10196	no	2016-06-13	10196	yes	AGN SDSS mag 20,8
CSS151210:114902+183702	177.25904	18.61730	20151210.53	20.29	1512101180614122594	yes	12259	no	2016-07-11	12259	yes	SN SDSS mag >22
CSS090518:114910+342452	177.29339	34.41457	20090518.22	18.79	905181350534107745	yes	07745	yes	2016-05-31	07745	no	SN 2009fq SDSS mag 22
CSS120402:114913+555513	177.30567	55.92021	20120402.30	19.62	1204021550384131537	yes	13153	no	2016-06-15	13153	yes	SN SDSS mag 21,7
CSS110116:114913+382427	177.30588	38.40739	20110116.40	18.49	1101161380514121768	yes	12176	yes	2016-05-31	12176	yes	SN SDSS mag 23,2
CSS110426:114918-182313	177.32336	-18.38698	20110426.24	19.07	1104260180614119649	no	11964	yes	2016-05-07	11964	yes	CV/Blazar PQ mag >21,5
CSS140227:114929+083432	177.37163	8.57547	20140227.44	19.37	1402271090634101850	yes	10185	no	2016-06-15	10185	yes	SN SDSS mag 20,9
CSS160131:114945+045754	177.43843	4.96494	20160131.50	12.52	1601311040644129857	yes	12985	no	2016-06-01	12985	yes	HPM LHS_2463
CSS160131:114946+152640	177.44029	15.44453	20160131.53	19.31	1601311150624119889	yes	11988	no	2016-07-11	11988	yes	SN SDSS mag 22,0
CSS141224:115002+090215	177.50625	9.03738	20141224.48	17.42	1412241090634108769	yes	10876	no	2016-06-15	10876	yes	Flare SDSS mag 20,5
CSS120126:115006+250306	177.52667	25.05173	20120126.44	19.45	1201261230594143565	yes	14356	no	2016-06-14	14356	yes	AGN SDSS mag 21,2
CSS130214:115006+240354	177.52692	24.06490	20130214.33	19.21	1302141230594128405	yes	12840	no	2016-06-14	12840	yes	HPM mag 19,3
CSS100316:115007+240356	177.52748	24.06559	20100316.30	19.30	1003161230594124017	yes	12401	no	2016-06-14	12401	yes	HPM SDSS mag 19
CSS160503:115029+223644	177.61915	22.61223	20160503.21	18.52	1605031230594100807	yes	10080	no	2016-06-14	10080	yes	SN SDSS mag 20,7
CSS150510:115036+210231	177.64800	21.04192	20150510.22	18.72	1505101210604118502	yes	11850	no	2016-06-14	11850	yes	SN SDSS mag 21,0
CSS150328:115043+044753	177.67777	4.79794	20150328.34	17.91	1503281040644128673	yes	12867	no	2016-06-01	12867	yes	SN SDSS mag 16,0
CSS110304:115045+080152	177.68600	8.03101	20110304.37	20.15	1103041070634134344	yes	13434	no	2016-06-15	13434	yes	AGN? SDSS mag 21,0
CSS160528:115054+021826	177.72700	2.30717	20160528.21	16.96	1605281010644131002	yes	13100	no	2016-06-15	13100	yes	SN (2016cbx) mag 22,3
CSS100214:115104+075849	177.76524	7.98018	20100214.39	18.49	1002141070634135098	yes	13509	yes	2016-06-15	13509	yes	SN SDSS mag 20,8
CSS090102:115111+244023	177.79425	24.67292	20090102.44	19.20	901021230594134393	yes	34393	yes	2016-06-14	34393	no	SN 2009R SDSS mag 21,3 new_cluster
CSS160616:115117+095826	177.82208	9.97402	20160616.19	17.13	1606161090634117514	yes	11751	no	2016-06-16	11751	yes	Blazar SDSS mag 19,6
CSS140331:115134+084518	177.89045	8.75506	20140331.24	18.15	1403311090634104619	yes	10461	no	2016-06-15	10461	yes	SN SDSS mag 13,4
CSS100509:115149+222851	177.95217	22.48090	20100509.24	18.94	1005091210604139795	yes	13979	yes	2016-06-14	13979	yes	SN SDSS mag 22,4
CSS160103:115156+133112	177.98139	13.51999	20160103.55	19.69	1601031120634129910	yes	12991	no	2016-06-15	12991	yes	SN SDSS mag 22,1
CSS130214:115157-042234	177.98954	-4.37610	20130214.44	19.56	1302140040644124305	no	12430	no	2016-06-06	12430	yes	AGN
CSS120313:115208+061152	178.03287	6.19780	20120313.27	19.27	1203131070634111916	yes	11191	no	2016-06-15	11191	yes	AGN? SDSS mag 20,1
CSS080229:115214+301037	178.05914	30.17704	20080229.31	19.08	802291290564121097	yes	21097	no	2016-06-05	21097	no	SN SDSS mag 20,9
CSS120123:115231-021638	178.12981	-2.27720	20120123.44	19.32	1201230010644109131	yes	10913	no	2016-06-02	10913	yes	Unknown SDSS mag 20,6
CSS150524:115240-131804	178.16639	-13.30103	20150524.18	19.52	1505240120634111501	no	11150	no	2016-05-09	11150	yes	SN? mag 21
CSS130315:115252-185920	178.21808	-18.98886	20130315.32	18.11	1303150180614114284	no	11428	no	2016-05-07	11428	yes	SN (spec) mag 19,2
CSS120612:115257+214248	178.23886	21.71335	20120612.22	18.16	1206121210604127753	yes	12775	no	2016-06-14	12775	yes	SN SDSS mag 21,1
CSS141215:115310+273744	178.29039	27.62876	20141215.46	19.19	1412151260584131575	yes	13157	no	2016-06-14	13157	yes	SN? SDSS mag 22
CSS130411:115316+093642	178.31779	9.61180	20130411.25	20.17	1304111090634120338	yes	12033	no	2016-06-15	12033	yes	Flare SDSS mag 22,8
CSS080201:115330+315836	178.37594	31.97667	20080201.33	17.82	802011320554107996	yes	07996	yes	2016-06-05	07996	no	CV SDSS mag 20
CSS140313:115331+633619	178.37822	63.60532	20140313.30	17.84	1403131630304119059	yes	11905	no	2016-05-30	11905	yes	SN (MASTER) SDSS mag 15,0
CSS120316:115338-255413	178.41002	-25.90374	20120316.30	17.58	1203160260584151559	no	15155	yes	2015-04-18	15155	yes	Blazar mag 19,5
CSS110210:115348+172352	178.44927	17.39772	20110210.49	19.67	1102101180614106992	yes	10699	yes	2016-07-11	10699	yes	AGN? SDSS mag 20,7
CSS120521:115350+043325	178.45840	4.55682	20120521.29	18.72	1205211040644123308	yes	12330	no	2016-06-01	12330	yes	Flare SDSS mag 20,8
CSS140617:115353+065943	178.47076	6.99528	20140617.19	15.48	1406171070634116971	yes	11697	no	2016-06-15	11697	yes	HPM GJ_3693
CSS110412:115416+035617	178.56574	3.93792	20110412.17	20.07	1104121040644116540	yes	11654	yes	2016-06-01	11654	yes	AGN? SDSS mag 20,3
CSS160607:115430-041334	178.62548	-4.22623	20160607.16	19.65	1606070040644119152	no	11915	no	2016-06-07	11915	yes	SN? mag >21,5
CSS150413:115436+454725	178.64907	45.79017	20150413.30	18.65	1504131460454108515	yes	10851	no	2016-06-13	10851	yes	SN SDSS mag 21,3
CSS110612:115452+124123	178.71573	12.68982	20110612.21	18.54	1106121120634119163	yes	11916	no	2016-06-15	11916	yes	SN SDSS mag 20,0
CSS111229:115456+272219	178.73262	27.37194	20111229.46	20.04	1112291260584131842	yes	13184	yes	2016-06-14	13184	yes	SN? SDSS mag 20,8
CSS160503:115500+225512	178.74950	22.91992	20160503.21	19.41	1605031230594104988	yes	10498	no	2016-06-14	10498	yes	Flare SDSS mag 21,4
CSS160307:115504+014307	178.76749	1.71850	20160307.29	14.92	1603071010644129337	yes	12933	no	2016-06-15	12933	yes	SN (2016B) SDSS mag 14,9
CSS090222:115517+254403	178.81899	25.73426	20090222.31	20.30	902221260584105557	yes	05557	no	2016-06-14	05557	no	Ast/Flare SDSS mag >22
CSS120323:115546+503457	178.94363	50.58248	20120323.34	18.96	1203231490434144506	yes	14450	no	2016-06-01	14450	yes	SN SDSS mag 20,0
CSS130303:115554+115018	178.97629	11.83820	20130303.46	19.43	1303031120634108415	yes	10841	no	2016-06-15	10841	yes	AGN SDSS mag 21,2
CSS110212:115627-072151	179.11089	-7.36405	20110212.43	19.16	1102120070644118081	no	11808	yes	2016-06-06	11808	yes	Blazar
CSS140406:115643-230116	179.17847	-23.02121	20140406.25	18.03	1404060230594136592	no	13659	no	2016-03-15	13659	yes	SN mag 19,0
CSS120419:115655+263941	179.23094	26.66148	20120419.29	14.76	1204191260584120421	yes	12042	no	2016-06-14	12042	yes	HPM LHS_318
CSS140622:115656+263939	179.23140	26.66075	20140622.19	14.84	1406221260584116694	yes	11669	no	2016-06-14	11669	yes	HPM LHS_318
CSS160531:115725+473325	179.35365	47.55692	20160531.26	19.12	1605311460454131367	yes	13136	no	2016-06-13	13136	yes	SN SDSS mag 21,5
CSS150427:115729+361324	179.37065	36.22344	20150427.25	12.56	1504271350534130346	yes	13034	no	2016-05-31	13034	yes	HPM LHS_2481
CSS100512:115735+244228	179.39465	24.70770	20100512.27	18.44	1005121230594128285	yes	12828	no	2016-06-14	12828	yes	SN 2010dj SDSS mag 20,7
CSS130502:115738+333229	179.40655	33.54138	20130502.24	18.17	1305021320554137855	yes	13785	no	2016-06-05	13785	yes	SN (spec) SDSS mag 19,6
CSS100405:115801-062931	179.50490	-6.49184	20100405.32	18.77	1004050070644127898	no	12789	yes	2016-06-06	12789	yes	SN 2010cd mag 15,6 gal LCRS_B115526
CSS120126:115817+362111	179.57165	36.35301	20120126.40	18.51	1201261350534144397	yes	14439	no	2016-05-31	14439	yes	Blazar SDSS mag 19,6
CSS100321:115821+152011	179.58616	15.33632	20100321.33	15.21	1003211150624122202	yes	12220	yes	2016-07-11	12220	yes	SN 2010ba SDSS mag 18,1
CSS110426:115826-021049	179.60821	-2.18029	20110426.20	20.04	1104260010644109887	yes	10988	yes	2016-06-02	10988	yes	AGN? SDSS mag 21,7
CSS110116:115904-065842	179.76608	-6.97823	20110116.50	14.51	1101160070644123338	no	12333	no	2016-06-06	12333	yes	CV mag 18,6
CSS100517:115911-222837	179.79693	-22.47703	20100517.20	17.43	1005170210614102666	no	10266	yes	2016-03-15	10266	yes	Blazar HB89_1156-221 z=0,565
CSS131231:115913-094051	179.80318	-9.68082	20131231.54	19.25	1312310090644126966	no	12696	no	2016-06-06	12696	yes	Unknown mag 21
CSS130419:115930-105237	179.87468	-10.87685	20130419.26	19.73	1304190090644106628	no	10662	no	2016-06-06	10662	yes	SN mag 23
CSS150320:115947+121139	179.94595	12.19415	20150320.34	17.68	1503201120634113836	yes	11383	no	2016-06-15	11383	yes	SN SDSS mag 21,5
CSS120126:120024+361839	180.09889	36.31082	20120126.39	19.88	1201261350544143066	yes	14306	yes	2016-05-31	14306	yes	SN/AGN SDSS mag 21,3
CSS080401:120047+235509	180.19506	23.91910	20080401.32	20.18	804011230604119146	yes	19146	no	2016-06-14	19146	no	SN/CV? SDSS 23 mag obj
CSS110205:120053-152620	180.22053	-15.43896	20110205.50	14.13	1102050150634124006	no	12400	no	2016-06-06	12400	yes	CV mag 18,8
CSS160514:120107+385236	180.27921	38.87672	20160514.23	19.21	1605141380524125850	yes	12585	no	2016-05-31	12585	yes	SN SDSS mag >22
CSS130216:120114+032609	180.30706	3.43573	20130216.39	19.25	1302161040654110952	yes	11095	no	2016-06-01	11095	yes	AGN SDSS mag 20,5
CSS120321:120144+143136	180.43423	14.52660	20120321.40	18.51	1203211150634107384	yes	10738	yes	2016-07-11	10738	yes	Blazar SDSS mag 19,8
CSS120225:120144+143136	180.43431	14.52665	20120225.38	18.35	1202251150634109184	yes	10918	yes	2016-07-11	10918	yes	Blazar SDSS mag 19,8
CSS160227:120149+271636	180.45590	27.27670	20160227.48	16.85	1602271260594119905	yes	11990	no	2016-06-14	11990	yes	HPM LHS_2496
CSS071218:120153-185822	180.47000	-18.97270	20071218.53	12.93	712180180624111439	no	11439	yes	2015-04-18	11439	no	SN 2007sr Antennae mag 9,77
CSS140309:120205+372007	180.52258	37.33514	20140309.35	18.97	1403091380524109345	yes	10934	no	2016-05-31	10934	yes	SN (PS1-14qm) SDSS mag 16,4
CSS090201:120213+004834	180.55398	0.80946	20090201.44	20.58	902011010654115624	yes	15624	no	2016-07-14	15624	no	Ast?
CSS150521:120225+264843	180.60458	26.81183	20150521.18	19.30	1505211260594119991	yes	11999	no	2016-06-14	11999	yes	SN SDSS mag 22,2
CSS130314:120231+164534	180.63108	16.75942	20130314.31	18.01	1303141150634143780	yes	14378	no	2016-07-11	14378	yes	HPM LHS 2500
CSS120416:120240-095738	180.66501	-9.96065	20120416.27	18.21	1204160090644123128	no	12312	yes	2016-06-06	12312	yes	SN mag 21
CSS150511:120241+295030	180.67016	29.84176	20150511.15	18.99	1505111290574126128	yes	12612	no	2016-04-29	12612	yes	CV SDSS mag 22,3
CSS100108:120247+022406	180.69529	2.40170	20100108.49	16.49	1001081010654134912	yes	13491	no	2016-07-14	13491	yes	SN 2010K SDSS mag 19,7 galaxy
CSS091218:120255+153502	180.73035	15.58401	20091218.50	19.26	912181150634122733	yes	22733	no	2016-07-11	22733	yes	SN 2009nv SDSS mag 18,2
CSS130109:120259+144638	180.74497	14.77724	20130109.44	19.24	1301091150634114188	yes	11418	no	2016-07-11	11418	yes	SN SDSS mag 20,9
CSS140126:120307-010132	180.77881	-1.02556	20140126.49	18.77	1401260010654128388	yes	12838	no	2016-07-14	12838	yes	SN (MLS140102) SDSS mag 22,3
CSS080505:120325+151714	180.85501	15.28730	20080505.23	19.65	805051150634115372	yes	15372	no	2016-07-11	15372	no	SN? SDSS 23,0 gal
CSS140305:120331+020234	180.88045	2.04283	20140305.39	18.45	1403051010654130724	yes	13072	no	2016-07-14	13072	yes	SN 2014E (Howerton) mag 14,5
CSS130609:120334+481801	180.88987	48.30040	20130609.25	19.58	1306091490444104704	yes	10470	yes	2016-05-30	10470	yes	AGN? SDSS mag 21
CSS120121:120350-070623	180.95674	-7.10626	20120121.47	18.99	1201210070644128573	no	12857	yes	2016-06-06	12857	yes	AGN? PQ mag 21
CSS150321:120357+001546	180.98686	0.26266	20150321.32	18.94	1503211010654104157	yes	10415	no	2016-07-14	10415	yes	HPM 2MASS_J120358
CSS130214:120357+001547	180.98763	0.26308	20130214.43	18.73	1302141010654105793	yes	10579	no	2016-07-14	10579	yes	HPM 2MASS_J120358 SDSS mag 21,3
CSS080501:120439+052410	181.16073	5.40268	20080501.15	19.58	805011040654139892	yes	39892	no	2016-06-01	39892	no	SN? SDSS mag 19,7
CSS140312:120449+125032	181.20571	12.84222	20140312.44	19.82	1403121120644122367	yes	12236	no	2016-06-15	12236	yes	SN? SDSS mag 20,9
CSS130113:120518-145601	181.32586	-14.93363	20130113.48	18.40	1301130150634137478	no	13747	no	2016-06-06	13747	yes	SN DSS mag 18,5
CSS130214:120539+022419	181.41452	2.40526	20130214.43	20.11	1302141010654143860	yes	14386	no	2016-07-14	14386	yes	AGN SDSS mag 21,7
CSS141230:120544+050859	181.43493	5.14981	20141230.48	19.53	1412301040654135134	yes	13513	no	2016-06-01	13513	yes	AGN SDSS mag 21,1
CSS141130:120550+064505	181.45743	6.75141	20141130.51	18.59	1411301070654118078	yes	11807	no	2016-06-15	11807	yes	SN SDSS mag 19,8
CSS160426:120557-064130	181.48683	-6.69180	20160426.24	18.72	1604260070654121884	no	12188	no	2016-06-06	12188	yes	SN (AT2016bxk) mag 20,5
CSS080504:120615+005754	181.56245	0.96493	20080504.21	19.63	805041010654112553	yes	12553	no	2016-07-14	12553	no	Ast no SDSS
CSS080312:120617-185958	181.57134	-18.99946	20080312.32	19.58	803120180634113903	no	13903	no	2016-05-08	13903	no	AGN?
CSS120202:120620-032838	181.58267	-3.47730	20120202.48	17.62	1202020040654134554	yes	13455	no	2016-06-06	13455	yes	CV SDSS mag 20,0
CSS110324:120637-030046	181.65487	-3.01281	20110324.24	19.77	1103240040654148326	yes	14832	yes	2016-06-06	14832	yes	AGN SDSS mag 21
CSS090403:120715-023330	181.81421	-2.55832	20090403.27	19.54	904030010654104833	yes	04833	yes	2016-07-14	04833	no	AGN SDSS mag 20,8
CSS080208:120722+250650	181.84141	25.11396	20080208.32	19.38	802081230604137198	yes	37198	yes	2016-06-14	37198	no	Blazar? near 23,5 mag unident SDSS
CSS160115:120732+324903	181.88133	32.81747	20160115.46	17.17	1601151320564126334	yes	12633	no	2016-06-03	12633	yes	SN SDSS mag 13,7
CSS091110:120737+204213	181.90256	20.70372	20091110.53	18.55	911101210624114661	yes	14661	yes	2016-04-29	14661	yes	SN 2009ne SDSS mag 21,1
CSS110427:120801+491333	182.00451	49.22584	20110427.18	18.82	1104271490444118661	yes	11866	no	2016-05-30	11866	yes	SN 2011cs SDSS mag 21
CSS130415:120802+493640	182.00673	49.61118	20130415.33	19.89	1304151490444125243	yes	12524	yes	2016-05-30	12524	yes	Unknown SDSS mag 20,5
CSS130105:120804+232241	182.01568	23.37814	20130105.44	19.39	1301051230604112006	yes	11200	yes	2016-06-14	11200	yes	SN? SDSS mag 21,9
CSS160214:120807+352027	182.03017	35.34079	20160214.37	16.03	1602141350544114755	yes	11475	no	2016-05-31	11475	yes	HPM LP_266-16
CSS160327:120840+181729	182.16493	18.29149	20160327.36	18.20	1603271180634114884	yes	11488	no	2016-07-11	11488	yes	SN SDSS mag 19
CSS120304:120846-183624	182.19173	-18.60654	20120304.33	18.10	1203040180634119296	no	11929	yes	2016-05-08	11929	yes	AGN 18,7
CSS100312:120855-033744	182.22905	-3.62884	20100312.39	19.98	1003120040654130928	yes	13092	no	2016-06-06	13092	yes	SN (spec) SDSS mag 16,2 z=0,052
CSS160131:120856+162514	182.23348	16.42066	20160131.54	19.26	1601311150634130122	yes	13012	no	2016-07-11	13012	yes	AGN SDSS mag 20,4
CSS090403:120901-052908	182.25414	-5.48553	20090403.27	18.82	904030040654103288	no	03288	yes	2016-06-06	03288	no	SN mag >21,5 no PQ or
CSS140102:120907+473601	182.28108	47.60035	20140102.40	13.43	1401021460464138233	yes	13823	no	2016-06-13	13823	yes	HPM LHS_2516
CSS140102:120907+473531	182.28119	47.59192	20140102.40	14.31	1401021460464138395	yes	13839	no	2016-06-13	13839	yes	HPM LHS_2517
CSS080506:120952+181007	182.46563	18.16860	20080506.21	15.83	805061180634116217	yes	16217	yes	2016-07-11	16217	no	Blazar SDSS 18,6 radio MG1 J120953+1809
CSS140101:120956+295353	182.48229	29.89799	20140101.43	15.17	1401011290584130839	yes	13083	no	2016-06-03	13083	yes	SN (Itagaki) SDSS mag 16,6
CSS160318:121005-025544	182.52214	-2.92893	20160318.43	15.53	1603180040654138685	yes	13868	no	2016-06-06	13868	yes	CV SDSS mag 21,0
CSS130406:121100+152752	182.74860	15.46450	20130406.30	19.73	1304061150634123862	yes	12386	no	2016-07-11	12386	yes	AGN SDSS mag 20,7
CSS160117:121109+492011	182.78584	49.33651	20160117.47	18.21	1601171490444219024	yes	21902	no	2016-05-30	21902	yes	AGN SDSS mag 19,6
CSS110205:121119-083957	182.82977	-8.66585	20110205.50	15.23	1102050090654144864	no	14486	no	2016-06-06	14486	yes	CV mag 17,8
CSS110504:121124+372552	182.85037	37.43124	20110504.23	19.20	1105041380534110947	yes	11094	no	2016-06-16	11094	yes	SN 2011cz SDSS mag 21,3
CSS150313:121129+372441	182.86931	37.41129	20150313.37	19.41	1503131380534110321	yes	11032	no	2016-06-16	11032	yes	AGN SDSS mag 21,0
CSS100604:121133+471629	182.88871	47.27473	20100604.17	17.17	1006041460464125448	yes	12544	no	2016-06-13	12544	yes	SN 2010dm (PTF) SDSS mag 19,3
CSS130110:121139+463946	182.91400	46.66276	20130110.45	18.84	1301101460464125754	yes	12575	no	2016-06-13	12575	yes	AGN mag 20,6
