#CRTS ID	RA (J2000)	Dec (J2000)	UT Date	Mag	CSS images	SDSS	Others	Followed	Last	LC	FC	Classification
CSS120828:000010-215515	0.04323	-21.92087	20120828.38	17.02	1208280210014111715	no	11171	no	2016-10-22	11171	yes	Var
CSS100910:000025+332543	0.10280	33.42861	20100910.42	15.85	1009101320014148188	yes	14818	no	2016-11-05	14818	yes	CV SDSS mag 20,5
CSS101127:000130+050624	0.37695	5.10657	20101127.21	15.68	1011271040014129121	no	12912	yes	2016-11-06	12912	yes	CV mag 20,0
CSS160709:000132+211336	0.38474	21.22680	20160709.45	17.21	1607091210014124380	yes	12438	no	2016-11-05	12438	yes	Blazar CRATES_J0001+2113
CSS110926:000156+065236	0.48205	6.87665	20110926.30	19.35	1109261070014122864	no	12286	yes	2016-11-06	12286	yes	SN 2011hl SDSS mag 15,7 2MASX_00015920
CSS151109:000251+102403	0.71102	10.40078	20151109.23	18.80	1511091090014127873	no	12787	no	2016-11-06	12787	yes	SN SDSS mag >22
CSS111102:000253-280119	0.72217	-28.02197	20111102.20	19.46	1111020260014102295	no	10229	no	2015-10-13	10229	yes	SN/Ast
CSS111130:000253-280119	0.72228	-28.02207	20111130.14	19.17	1111300260014103252	no	10325	no	2015-10-13	10325	yes	SN DSS mag 19,5
CSS151119:000257+323253	0.73631	32.54794	20151119.13	18.80	1511191320014127170	yes	12717	no	2016-11-05	12717	yes	SN SDSS mag 22,2
CSS111006:000521+264916	1.33747	26.82104	20111006.18	17.75	1110061260014124074	yes	12407	yes	2016-10-29	12407	yes	AGN SDSS mag 19,3
CSS120619:000534+200123	1.39176	20.02313	20120619.43	19.30	1206191210014107066	yes	10706	yes	2016-11-05	10706	yes	AGN?
CSS130915:000549+095109	1.45449	9.85241	20130915.34	19.44	1309151090014120286	no	12028	no	2016-11-06	12028	yes	SN SDSS mag 16,7
CSS160922:000554+082548	1.47332	8.43010	20160922.32	17.71	1609221070014133607	no	13360	no	2016-11-06	13360	yes	SN SDSS mag 21,1
CSS100602:000700+192818	1.74830	19.47160	20100602.45	17.74	1006021180014134943	yes	13494	yes	2016-11-05	13494	yes	CV mag 20,5
CSS131012:000714-161753	1.80709	-16.29795	20131012.21	19.44	1310120150014110189	no	11018	no	2016-11-04	11018	yes	SN mag >21
CSS151202:000716-160618	1.81713	-16.10491	20151202.16	19.46	1512020150014110836	no	11083	no	2016-11-04	11083	yes	Unknown
CSS141025:000720+315242	1.83133	31.87840	20141025.29	18.27	1410251320014115813	no	11581	no	2016-11-05	11581	yes	SN SDSS mag 20,3
CSS110921:000721+200722	1.83643	20.12269	20110921.27	17.07	1109211210014107917	yes	10791	yes	2016-11-05	10791	yes	CV SDSS mag 21,1
CSS101008:000728+291420	1.86647	29.23899	20101008.29	13.19	1010081290014121920	no	12192	no	2016-11-05	12192	yes	HPM LHS 103
CSS130615:000728+291418	1.86783	29.23847	20130615.42	13.00	1306151290014118570	no	11857	no	2016-11-05	11857	yes	HPM LHS_103
CSS151119:000729+291415	1.86891	29.23742	20151119.13	13.07	1511191290014117518	no	11751	no	2016-11-05	11751	yes	HPM LHS_103
CSS151203:000742+122809	1.92595	12.46907	20151203.07	19.41	1512031120014116775	no	11677	no	2016-11-06	11677	yes	AGN SDSS 20,5
CSS101111:000800+123914	2.00204	12.65391	20101111.16	19.46	1011111120014121468	no	12146	no	2016-11-06	12146	yes	AGN?
CSS131025:000816-033618	2.06714	-3.60505	20131025.21	17.18	1310250040014131234	no	13123	no	2016-11-06	13123	yes	SN (spec) SDSS mag 19,5
CSS141031:000819-260121	2.08054	-26.02255	20141031.23	19.27	1410310260014129222	no	12922	no	2015-10-13	12922	yes	Ast?
CSS141029:000855+201700	2.22773	20.28334	20141029.23	18.79	1410291210014109021	yes	10902	no	2016-11-05	10902	yes	AGN? SDSS mag 21,2
CSS121021:000904+062821	2.26632	6.47258	20121021.40	17.39	1210211070014111403	yes	11140	no	2016-11-06	11140	yes	blazar SDSS mag 18,9
CSS130912:000907-164123	2.27866	-16.68985	20130912.31	18.74	1309120150014104855	no	10485	yes	2016-11-04	10485	yes	AGN?
CSS151130:000911+300308	2.29560	30.05230	20151130.21	17.50	1511301290014130643	no	13064	no	2016-11-05	13064	yes	CV SDSS mag 19,9
CSS131225:000916+090027	2.31793	9.00746	20131225.08	13.12	1312251090014108455	no	10845	no	2016-11-06	10845	yes	HPM LHS_104
CSS131012:000918-194224	2.32620	-19.70678	20131012.22	13.89	1310120180014101233	no	10123	no	2016-10-22	10123	yes	HPM LHS_105
CSS101007:000938-121017	2.40936	-12.17130	20101007.24	14.61	1010070120014131116	no	13111	yes	2016-11-04	13111	yes	CV mag 20
CSS091120:000945+402928	2.43941	40.49111	20091120.23	17.85	911201400014122995	no	22995	yes	2016-11-05	22995	yes	CV mag 21 DSS
CSS121019:000956+171748	2.48471	17.29676	20121019.24	19.11	1210191180014206445	yes	20644	no	2016-11-05	20644	yes	SN/AGN SDSS mag 21,3
CSS091120:001019+410455	2.58044	41.08191	20091120.23	16.69	911201400014137919	no	37919	yes	2016-11-05	37919	yes	CV mag 20,0
CSS140831:001029+204750	2.61974	20.79720	20140831.39	17.60	1408311210014119351	yes	11935	no	2016-11-05	11935	yes	Blazar SDSS mag 19,3
CSS101008:001049+141039	2.70517	14.17756	20101008.29	19.41	1010081150014101355	yes	10135	yes	2016-11-06	10135	yes	SN SDSS mag 17,7
CSS101104:001051+214127	2.71127	21.69082	20101104.22	19.67	1011041210014132134	yes	13213	no	2016-11-05	13213	yes	SN SDSS mag 21,3
CSS120118:001111+313030	2.79376	31.50829	20120118.14	18.97	1201181320014109239	no	10923	yes	2016-11-05	10923	yes	AGN SDSS mag 19,9
CSS090919:001141-070346	2.92108	-7.06275	20090919.29	18.25	909190070024118250	yes	18250	yes	2016-11-06	18250	yes	SN SDSS mag 21 gal
CSS101111:001158+315544	2.99282	31.92890	20101111.19	18.13	1011111320014118756	no	11875	yes	2016-11-05	11875	yes	CV mag 20,5
CSS100917:001205+383049	3.02268	38.51352	20100917.26	18.83	1009171380014137774	no	13777	yes	2016-11-05	13777	yes	SN? mag 21
CSS121006:001234+375013	3.14012	37.83702	20121006.32	16.94	1210061380014126444	no	12644	no	2016-11-05	12644	yes	CV mag 19,5
CSS090925:001259+144121	3.24775	14.68924	20090925.21	18.69	909251150024109266	yes	09266	yes	2016-11-06	09266	yes	SN 2009lz SDSS mag >22
CSS101201:001311+212108	3.29428	21.35224	20101201.18	17.92	1012011210024127861	yes	12786	no	2016-11-05	12786	yes	CV mag 21
CSS071109:001326-070807	3.35679	-7.13526	20071109.24	19.30	711090070024114928	yes	14928	no	2016-11-06	14928	no	Var/Ast? No SDSS
CSS101111:001340+332124	3.41491	33.35653	20101111.19	18.34	1011111320024146366	yes	14636	yes	2016-11-05	14636	yes	CV mag 20,5
CSS151103:001341+085418	3.41928	8.90493	20151103.26	20.02	1511031090024106077	no	10607	no	2016-11-06	10607	yes	SN SDSS mag 22,3
CSS080924:001355+364346	3.47780	36.72935	20080924.19	19.92	809241380024102601	no	02601	no	2016-11-05	02601	no	Var?
CSS160926:001412-131113	3.55064	-13.18688	20160926.26	15.85	1609260120024111290	no	11129	no	2016-11-04	11129	yes	HPM G_158-45
CSS121213:001450-083824	3.70999	-8.63994	20121213.10	18.04	1212130090024144127	yes	14412	no	2016-11-04	14412	yes	HPM mag 18,0
CSS150920:001451-083824	3.71108	-8.63998	20150920.33	18.00	1509200090024140166	yes	14016	no	2016-11-04	14016	yes	HPM SDSS mag 20,1
CSS090918:001538+263657	3.90943	26.61578	20090918.24	13.34	909181260024124094	no	24094	no	2016-10-29	24094	yes	CV 1RXS_J001538+263656 mag 18
CSS100910:001539+271250	3.91308	27.21389	20100910.43	18.13	1009101260024128411	no	12841	yes	2016-10-29	12841	yes	SN 2MASX_J00153655+2714265 mag 16,5 z=0,024
CSS151008:001611+153658	4.04583	15.61606	20151008.34	18.64	1510081150024124861	yes	12486	no	2016-11-06	12486	yes	SN (PS15bui) SDSS mag 20,4
CSS151118:001625+113202	4.10446	11.53402	20151118.14	18.59	1511181120024103505	no	10350	no	2016-11-06	10350	yes	Flare SDSS mag 20,6
CSS091119:001627+222610	4.11070	22.43613	20091119.20	17.48	911191210024141794	yes	41794	yes	2016-11-05	41794	yes	SN 2009lv SDSS mag 18,8
CSS120914:001630+084143	4.12614	8.69524	20120914.39	19.61	1209141090024103854	yes	10385	no	2016-11-06	10385	yes	AGN? SDSS mag 21
CSS121015:001630+084144	4.12622	8.69552	20121015.26	19.52	1210151090024103368	yes	10336	no	2016-11-06	10336	yes	AGN SDSS mag 21,0
CSS080202:001637+185615	4.15368	18.93756	20080202.08	19.13	802021180024125831	yes	25831	no	2016-11-05	25831	no	CV SDSS mag > 22
CSS081028:001654+351902	4.22460	35.31716	20081028.26	20.16	810281350024129850	yes	29850	no	2016-11-05	29850	no	Var red SDSS mag 24
CSS150918:001715+063615	4.31363	6.60405	20150918.30	18.73	1509181070024115810	yes	11581	no	2016-11-06	11581	yes	AGN SDSS mag 20,1
CSS141018:001738-034008	4.40739	-3.66882	20141018.29	19.94	1410180040024125866	no	12586	no	2016-11-06	12586	yes	Unknown SDSS mag >22
CSS140902:001740-104632	4.41663	-10.77568	20140902.36	13.34	1409020090024108369	yes	10836	no	2016-11-04	10836	yes	HPM LHS_109
CSS111127:001754+134739	4.47312	13.79419	20111127.19	18.54	1111271120024141105	yes	14110	no	2016-11-06	14110	yes	SN SDSS mag 20,8
CSS130906:001800-042628	4.49876	-4.44117	20130906.36	20.14	1309060040024118036	no	11803	yes	2016-11-06	11803	yes	AGN? SDSS mag 21,3
CSS130627:001809+274920	4.53890	27.82209	20130627.43	17.61	1306271260024129130	no	12913	no	2016-10-29	12913	yes	AGN SDSS mag 18,2
CSS131110:001809-152023	4.53938	-15.33981	20131110.16	19.12	1311100150024123914	no	12391	yes	2016-11-04	12391	yes	Unknown mag >21,5
CSS071102:001818-103223	4.57320	-10.53979	20071102.17	18.80	711020090024109055	yes	09055	no	2016-11-04	09055	no	SN/TDE SDSS 21,1 mag gal
CSS101107:001828+215519	4.61816	21.92205	20101107.25	19.37	1011071210024138139	yes	13813	yes	2016-11-05	13813	yes	CV mag 21
CSS160102:001836+144801	4.64869	14.80021	20160102.15	19.16	1601021150024109668	yes	10966	no	2016-11-06	10966	yes	AGN SDSS mag 20,0
CSS160714:001857+032007	4.73896	3.33530	20160714.46	18.56	1607141040024107869	no	10786	no	2016-11-06	10786	yes	SN SDSS mag 21,2
CSS160112:001859+303200	4.74455	30.53346	20160112.10	16.59	1601121290024142419	yes	14241	no	2016-11-05	14241	yes	SN SDSS mag >22
CSS121115:001907+403424	4.78043	40.57331	20121115.18	17.08	1211151400024128052	no	12805	yes	2016-11-05	12805	yes	CV/SN mag 21
CSS140925:001916+154520	4.81591	15.75567	20140925.22	18.04	1409251150024128539	yes	12853	no	2016-11-06	12853	yes	CV (spec) SDSS mag 22,1
CSS120131:001952+433901	4.96768	43.65038	20120131.09	15.58	1201311430024134321	no	13432	no	2016-10-23	13432	yes	CV DSS mag 21,5
CSS150918:002028-010341	5.11738	-1.06136	20150918.28	18.36	1509180010024126703	yes	12670	no	2016-11-06	12670	yes	SN SDSS mag 15,2
CSS121106:002030+330455	5.12703	33.08203	20121106.27	13.91	1211061320024142735	yes	14273	yes	2016-11-05	14273	yes	HPM LHS_112
CSS121115:002030+330455	5.12706	33.08203	20121115.18	13.90	1211151320024143451	yes	14345	no	2016-11-05	14345	yes	HPM LHS_112
CSS150920:002031+330453	5.12813	33.08140	20150920.35	14.02	1509201320024142849	yes	14284	no	2016-11-05	14284	yes	HPM LHS_112
CSS071204:002043+102044	5.17794	10.34559	20071204.13	18.15	712041090024121895	no	21895	no	2016-11-06	21895	no	SN no PQ source mag >22
CSS110918:002046+065605	5.19160	6.93477	20110918.44	18.61	1109181070024115267	yes	11526	no	2016-11-06	11526	yes	SN 2011gr 2MASX_J002044 SDSS mag 16,2
CSS101105:002052+333935	5.21755	33.65985	20101105.18	18.16	1011051320024147567	yes	14756	yes	2016-11-05	14756	yes	SN 2010le SDSS mag 19,9
CSS081009:002151-163204	5.46414	-16.53438	20081009.21	18.96	810090150024205441	yes	05441	yes	2016-11-04	05441	no	SN SDSS mag 20,7 gal
CSS080906:002155-085858	5.47897	-8.98287	20080906.31	17.88	809060090024127492	no	27492	no	2016-11-04	27492	no	Flare mag 19,9 star
CSS100611:002232+060805	5.63521	6.13467	20100611.45	17.35	1006111070024108613	yes	10861	yes	2016-11-06	10861	yes	Blazar B0019+058 mag 18,4
CSS111119:002254+135222	5.72614	13.87289	20111119.16	18.28	1111191120034144818	yes	14481	yes	2016-11-06	14481	yes	SN 2011jd SDSS mag 20,0
CSS101108:002312-030537	5.80088	-3.09365	20101108.20	19.87	1011080040034140632	no	14063	yes	2016-11-06	14063	yes	Unknown
CSS131225:002330+025701	5.87466	2.95018	20131225.08	18.99	1312251040034102494	no	10249	no	2016-11-06	10249	yes	Unknown SDSS mag >22,5
CSS151107:002332+421656	5.88189	42.28227	20151107.16	18.77	1511071400024170741	no	17074	no	2016-11-05	17074	yes	SN mag 21
CSS071112:002332+044307	5.88270	4.71853	20071112.16	19.52	711121040034122815	yes	22815	no	2016-11-06	22815	no	Ast? No PQ
CSS091211:002337+090620	5.90547	9.10555	20091211.13	19.82	912111090034111048	no	11048	yes	2016-11-06	11048	yes	SN/CV
CSS080924:002431+363534	6.13071	36.59265	20080924.19	20.12	809241350024154740	yes	54740	no	2016-11-05	54740	no	HPM/Var? SDSS mag 20,5
CSS071204:002439+055455	6.16236	5.91524	20071204.12	19.03	712041070034104055	yes	04055	no	2016-11-06	04055	no	SN (MLS) SDSS mag >22
CSS081123:002500+073350	6.25075	7.56380	20081123.14	16.86	811231070034125394	yes	25394	yes	2016-11-06	25394	no	CV PQ blue obj mag 19,2
CSS091117:002501-204312	6.25451	-20.72012	20091117.21	19.08	911170210034128706	no	28706	no	2016-10-22	28706	yes	SN/Ast SDSS mag 22,1 z=0,054
CSS141025:002555+430722	6.47723	43.12268	20141025.29	18.31	1410251430024122277	no	12227	no	2016-10-23	12227	yes	HPM
CSS080110:002612+084011	6.55019	8.66979	20080110.12	17.46	801101090034102239	yes	02239	yes	2016-11-06	02239	no	Flare SDSS mag >22,5
CSS121112:002624+163027	6.59940	16.50760	20121112.14	17.45	1211121150034142136	no	14213	yes	2016-11-06	14213	yes	SN SDSS mag 19,3
CSS091026:002637+242916	6.65440	24.48776	20091026.25	17.68	910261230034129795	yes	29795	yes	2016-11-05	29795	yes	Var SDSS mag 18,4
CSS121113:002650+323709	6.70638	32.61928	20121113.21	17.61	1211131320034233281	yes	23328	yes	2016-11-05	23328	yes	Flare SDSS mag 20,2
CSS131226:002652+133447	6.71596	13.57965	20131226.13	19.50	1312261120034134946	no	13494	no	2016-11-06	13494	yes	SN? SDSS mag 20,4
CSS071218:002655+361959	6.72820	36.33299	20071218.14	19.71	712181350024142260	yes	42260	no	2016-11-05	42260	no	SN SDSS mag 21,0 gal
CSS101212:002657+284933	6.73562	28.82583	20101212.07	18.52	1012121290034112135	no	11213	yes	2016-11-05	11213	yes	CV SDSS mag 21,5
CSS090919:002715-045045	6.81408	-4.84570	20090919.30	19.36	909190040034111771	no	11771	yes	2016-11-06	11771	yes	SN? no DSS or PQ
CSS160118:002719+251407	6.82774	25.23520	20160118.12	19.26	1601181230034135511	yes	13551	no	2016-11-05	13551	yes	SN SDSS mag 17,4
CSS161012:002730+305937	6.87609	30.99374	20161012.32	16.67	1610121290034137586	no	13758	no	2016-11-05	13758	yes	SN (SNhunt325) SDSS mag 15,1
CSS130906:002731-035050	6.87744	-3.84721	20130906.36	19.93	1309060040034128254	no	12825	yes	2016-11-06	12825	yes	SN? SDSS mag 21,0
CSS110701:002733+045913	6.88844	4.98707	20110701.44	19.27	1107011040034131568	yes	13156	no	2016-11-06	13156	yes	Blazar SDSS mag 20,1
CSS120103:002748-055559	6.95168	-5.93305	20120103.12	17.18	1201030070034134767	no	13476	yes	2016-11-06	13476	yes	Blazar SDSS mag 18,7
CSS151001:002755+145222	6.97981	14.87278	20151001.34	19.21	1510011150034109982	yes	10998	no	2016-11-06	10998	yes	SN SDSS mag 21,5
CSS071102:002805-092841	7.02232	-9.47808	20071102.18	19.11	711020090034121262	no	21262	no	2016-11-04	21262	no	Ast? No SDSS or PQ
CSS140104:002811-041606	7.04543	-4.26839	20140104.10	19.37	1401040040034119943	no	11994	no	2016-11-06	11994	yes	SN (spec) SDSS mag 21,9
CSS140925:002812+070944	7.04984	7.16218	20140925.36	17.02	1409251070034124903	yes	12490	no	2016-11-06	12490	yes	SN (spec) SDSS mag 20,3
CSS100116:002819+120626	7.07742	12.10724	20100116.15	18.77	1001161120034110404	no	11040	no	2016-11-06	11040	yes	SN mag 17 gal
CSS160615:002833+294920	7.13772	29.82227	20160615.43	18.58	1606151290034128793	no	12879	no	2016-11-05	12879	yes	SN SDSS mag 21,6
CSS090925:002849+233403	7.20237	23.56749	20090925.25	19.48	909251230034117545	yes	17545	no	2016-11-05	17545	yes	SN? SDSS mag >22
CSS140906:002852+275552	7.21828	27.93102	20140906.32	18.12	1409061260034240176	no	24017	no	2016-11-05	24017	yes	SN SDSS mag 21
CSS111127:002902+062408	7.26030	6.40209	20111127.17	19.37	1111271070034113062	yes	11306	yes	2016-11-06	11306	yes	SN? SDSS mag 21,1
CSS131009:002924+203052	7.34974	20.51454	20131009.31	20.04	1310091210034112233	no	11223	no	2016-11-05	11223	yes	AGN SDSS mag 21,2
CSS101111:002928+151707	7.36668	15.28530	20101111.16	19.75	1011111150034118129	yes	11812	yes	2016-11-06	11812	yes	SN SDSS mag 21,1
CSS090919:002956-043451	7.48351	-4.58075	20090919.30	18.38	909190040034115578	no	15578	yes	2016-11-06	15578	yes	SN 2009jd mag 16,5 2MASXi_J0029552-043511
CSS111117:003013-123837	7.55566	-12.64351	20111117.18	20.05	1111170120034124911	no	12491	yes	2016-11-04	12491	yes	Ast?
CSS111224:003027+180841	7.61147	18.14474	20111224.09	17.83	1112241180034118508	no	11850	yes	2016-11-05	11850	yes	Flare SDSS mag 21,7
CSS130912:003036-104719	7.64822	-10.78861	20130912.33	18.55	1309120090034109089	no	10908	yes	2016-11-04	10908	yes	SN? SDSS mag >22
CSS131208:003036+254419	7.65160	25.73860	20131208.11	19.17	1312081260034105949	yes	10594	no	2016-11-05	10594	yes	SN SDSS mag 20,7
CSS091123:003037+163752	7.65271	16.63109	20091123.12	19.70	911231150034134934	no	34934	yes	2016-11-06	34934	yes	Ast?
CSS120925:003040+123156	7.66862	12.53233	20120925.37	18.94	1209251120034120839	no	12083	yes	2016-11-06	12083	yes	SN SDSS mag 20,3
CSS150924:003048+034703	7.69966	3.78407	20150924.28	16.28	1509241040034112180	yes	11218	no	2016-11-06	11218	yes	HPM
CSS130904:003056+231746	7.73256	23.29610	20130904.35	17.77	1309041230034113932	yes	11393	no	2016-11-05	11393	yes	CV SDSS mag 22,3
CSS121019:003101+200544	7.75577	20.09561	20121019.26	19.25	1210191210034106470	no	10647	no	2016-11-05	10647	yes	AGN SDSS mag 21,0
CSS121014:003101+200544	7.75584	20.09553	20121014.25	19.21	1210141210034105779	no	10577	no	2016-11-05	10577	yes	AGN SDSS mag 21
CSS080101:003112-041006	7.79981	-4.16820	20080101.11	19.22	801010040034114166	no	14166	no	2016-11-06	14166	no	var?
CSS130902:003132+102809	7.88518	10.46904	20130902.40	19.28	1309021090034133655	no	13365	no	2016-11-06	13365	yes	AGN SDSS mag 20,4
CSS091220:003204+314510	8.01515	31.75290	20091220.13	16.00	912201320034112505	no	12505	yes	2016-11-05	12505	yes	CV mag 18,8
CSS131025:003216-074653	8.06874	-7.78149	20131025.21	18.20	1310250070034110542	yes	11054	no	2016-11-06	11054	yes	SN (spec) SDSS mag 19,9
CSS090916:003227-132011	8.11166	-13.33644	20090916.29	18.59	909160120034110694	no	10694	no	2016-11-04	10694	yes	SN mag 20,0
CSS141018:003253+032842	8.22035	3.47831	20141018.24	19.88	1410181040034109229	no	10922	no	2016-11-06	10922	yes	Unknown SDSS mag 21,6
CSS120915:003303-064006	8.26125	-6.66840	20120915.33	19.07	1209150070034133708	yes	13370	no	2016-11-06	13370	yes	SN SDSS mag 20,2
CSS121009:003303-171918	8.26349	-17.32177	20121009.32	18.96	1210090180034141802	yes	14180	no	2016-10-22	14180	yes	SN/AGN SDSS mag 21,0
CSS121106:003304+312335	8.26584	31.39314	20121106.30	18.94	1211061320034107388	no	10738	yes	2016-11-05	10738	yes	SN SDSS mag 21,5
CSS110115:003304+380106	8.26665	38.01821	20110115.21	15.97	1101151380034121388	yes	12138	no	2016-11-05	12138	yes	CV SDSS mag 20,7
CSS120104:003320+034817	8.33141	3.80483	20120104.10	17.82	1201041040034112466	yes	11246	yes	2016-11-06	11246	yes	SN 2012F SDSS mag 20,1
CSS071109:003334+214127	8.39316	21.69074	20071109.27	18.81	711091210034126490	yes	26490	no	2016-11-05	26490	no	SN SDSS mag 16,4 2MASX_J00333356
CSS141017:003407-255526	8.52818	-25.92397	20141017.22	18.80	1410170260034129326	no	12932	no	2015-10-13	12932	yes	SN/CV mag 21,5
CSS120126:003431+302406	8.62847	30.40173	20120126.12	17.07	1201261290034138053	no	13805	no	2016-11-05	13805	yes	SN 2012K (Master) mag 14
CSS071112:003456+100437	8.73134	10.07705	20071112.17	19.61	711121090044117068	no	17068	no	2016-11-06	17068	no	Ast? No PQ
CSS081031:003500+273620	8.74985	27.60554	20081031.26	18.22	810311260034134479	no	34479	yes	2016-11-05	34479	no	CV DSS mag 21 blue obj
CSS080608:003511+231515	8.79715	23.25419	20080608.43	16.77	806081230034109966	yes	09966	yes	2016-11-05	09966	no	SN 2008dh 2MASX_J00351050 SDSS mag 15,9
CSS131022:003514+264453	8.80762	26.74813	20131022.36	18.24	1310221260034120370	no	12037	yes	2016-11-05	12037	yes	Flare SDSS mag 19,9
CSS120921:003544-013749	8.93140	-1.63015	20120921.34	18.82	1209210010044118805	yes	11880	yes	2016-11-06	11880	yes	Flare SDSS mag 22,6
CSS100916:003551-160324	8.96428	-16.05655	20100916.35	16.05	1009160150044112016	no	11201	yes	2016-11-04	11201	yes	SN mag 17,8
CSS130924:003557+102830	8.98556	10.47503	20130924.42	13.41	1309241090044129182	no	12918	no	2016-11-06	12918	yes	HPM LHS_117
CSS160708:003557+102829	8.98641	10.47481	20160708.45	13.58	1607081090044127680	no	12768	no	2016-11-06	12768	yes	HPM LHS_117
CSS150918:003617+182112	9.07126	18.35344	20150918.35	17.38	1509181180044124130	no	12413	no	2016-11-05	12413	yes	HPM 2MASS_J003616
CSS150924:003636+215126	9.14920	21.85718	20150924.26	15.48	1509241210044132631	yes	13263	no	2016-11-05	13263	yes	CV (ASASSN-15po) SDSS mag 21,5
CSS110115:003640+405143	9.16834	40.86193	20110115.21	17.22	1101151400034126054	yes	12605	no	2016-11-05	12605	yes	Nova/CV M31
CSS101108:003641-033660	9.16973	-3.61663	20101108.20	18.91	1011080040044131101	yes	13110	yes	2016-11-06	13110	yes	SN SDSS mag 20,6
CSS131108:003704+141210	9.26659	14.20279	20131108.23	16.90	1311081150044101824	yes	10182	no	2016-11-06	10182	yes	CV SDSS mag 20,1
CSS081001:003705-060939	9.26988	-6.16089	20081001.29	19.74	810010070044133087	yes	33087	yes	2016-11-06	33087	no	SN 2008ix SDSS mag 21,3
CSS130906:003712+403905	9.30057	40.65136	20130906.40	17.96	1309061400034134866	yes	13486	no	2016-11-05	13486	yes	Nova (Master) M31 2013-08f
CSS091016:003723+123009	9.34477	12.50259	20091016.29	19.77	910161120044118114	no	18114	yes	2016-11-06	18114	yes	SN/CV mag PQ 22
CSS160708:003724+062943	9.34863	6.49538	20160708.45	19.15	1607081070044111695	yes	11169	no	2016-11-06	11169	yes	SN SDSS mag 21,5
CSS150918:003742+014547	9.42449	1.76305	20150918.28	18.16	1509181010044129523	yes	12952	no	2016-11-06	12952	yes	SN (PS15bzz) SDSS mag 16,3
CSS090731:003801-001425	9.50430	-0.24037	20090731.40	18.76	907310010044133633	yes	33633	yes	2016-11-06	33633	yes	SN SDSS mag 21,6 gal
CSS130113:003802-135140	9.50722	-13.86102	20130113.09	16.37	1301130120044104936	no	10493	no	2016-11-04	10493	yes	SN 2012gx (SSS) mag 17
CSS151229:003837+393954	9.65210	39.66489	20151229.14	17.56	1512291400034104339	yes	10433	no	2016-11-05	10433	yes	Nova? SDSS mag 22,5
CSS140903:003838-015222	9.65773	-1.87286	20140903.45	19.25	1409030010044114444	yes	11444	no	2016-11-06	11444	yes	SN? SDSS mag 20,5
CSS091106:003846+190648	9.69252	19.11324	20091106.13	19.03	911061180044136018	yes	36018	no	2016-11-05	36018	yes	CV SDSS mag >21,5
CSS160829:003854+185226	9.72674	18.87385	20160829.41	18.83	1608291180044127607	yes	12760	no	2016-11-05	12760	yes	Unknown SDSS mag >22
CSS090922:003855+185627	9.72850	18.94078	20090922.33	18.83	909221180044138430	yes	38430	no	2016-11-05	38430	yes	SN SDSS mag 20,9
CSS080922:003900+191356	9.75122	19.23218	20080922.40	19.33	809221180044128009	yes	28009	yes	2016-11-05	28009	no	SN SDSS mag 22
CSS151008:003918+035700	9.82497	3.95003	20151008.28	15.61	1510081040044116588	yes	11658	no	2016-11-06	11658	yes	SN (ASASSN-15qc) UGC_402
CSS120127:003939-071615	9.91338	-7.27096	20120127.10	17.35	1201270070044115659	yes	11565	yes	2016-11-06	11565	yes	SN SDSS mag >22
CSS160710:003957+370200	9.98620	37.03322	20160710.44	14.67	1607101380034107543	yes	10754	no	2016-11-05	10754	yes	HPM LHS_1120
CSS101012:004005-063616	10.02069	-6.60458	20101012.28	19.80	1010120070044125126	yes	12512	yes	2016-11-06	12512	yes	SN 2010ky SDSS mag 19,3
CSS130923:004015+430549	10.06251	43.09701	20130923.39	17.57	1309231430034119891	no	11989	yes	2016-10-23	11989	yes	Var LU_And
CSS150629:004034+035828	10.14045	3.97440	20150629.44	19.48	1506291040044117468	yes	11746	no	2016-11-06	11746	yes	SN? SDSS mag 22,3
CSS090729:004034+033229	10.14220	3.54143	20090729.42	15.84	907291040044110908	no	10908	yes	2016-11-06	10908	yes	SN 2009hr CFHT gal mag 17,9
CSS080211:004106+411825	10.27488	41.30700	20080211.09	19.28	802111400034142652	yes	42652	no	2016-11-05	42652	no	Var/Nothing
CSS150920:004125+271550	10.35356	27.26382	20150920.31	18.00	1509201260044135327	no	13532	no	2016-11-05	13532	yes	SN SDSS mag >22
CSS161106:004134+202046	10.39148	20.34622	20161106.22	19.58	1611061210044109538	yes	10953	no	2016-11-06	10953	yes	SN (MLS161020) SDSS mag 21,4
CSS151012:004154+413141	10.47525	41.52798	20151012.33	18.71	1510121400034160762	yes	16076	no	2016-11-05	16076	yes	LPV M31
CSS121112:004232+021732	10.63192	2.29211	20121112.19	19.25	1211121010044139995	yes	13999	yes	2016-11-06	13999	yes	SN SDSS 22,2
CSS130924:004234+151746	10.64093	15.29605	20130924.45	19.17	1309241150044116061	yes	11606	no	2016-11-06	11606	yes	SN (spec) SDSS mag 19,0
CSS071109:004236-030317	10.64836	-3.05483	20071109.24	19.47	711090040044128361	yes	28361	no	2016-11-06	28361	no	CV/Ast SDSS mag >22,5 Eric
CSS121015:004244+132827	10.68478	13.47403	20121015.25	18.29	1210151120044133047	no	13304	yes	2016-11-06	13304	yes	SN SDSS mag >22
CSS160830:004250+210119	10.70992	21.02201	20160830.35	19.75	1608301210044119739	yes	11973	no	2016-11-05	11973	yes	SN? SDSS mag >21,5
